StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_TractID,Population2010,Insurance,HighBloodPressure,Cancer,Asthma,HeartDisease,AnnualCheckUps,Smokes,MentalHealthIssues,Latitude,Longitude,CountyFIPS
CO,Boulder,807850,8013012705,0807850-08013012705,849,6.4,19.5,5.7,8.4,3.2,60.1,10.6,9.1,40.06526386,-105.2079037,8013
CO,Boulder,807850,8013012707,0807850-08013012707,436,17.3,15.2,2.5,7.4,2.4,50.2,16.8,11.4,40.02681767,-105.2215105,8013
CO,Boulder,807850,8013012710,0807850-08013012710,815,7.6,21.4,6.7,8.2,3.8,61.8,9.6,8.5,40.00912716,-105.2205222,8013
CO,Centennial,812815,8005005612,0812815-08005005612,549,10.5,23,6.2,8.8,4,61.6,14.1,10.8,39.61126636,-104.9823066,8005
CO,Centennial,812815,8005006815,0812815-08005006815,384,11.6,15.4,3,8,1.8,56.7,12.1,10.2,39.58991659,-104.8724939,8005
CO,Centennial,812815,8005006854,0812815-08005006854,96,5.8,38.8,11.6,8.4,7.6,74.3,10.2,8.2,39.60435046,-104.8249819,8005
CO,Centennial,812815,8005083700,0812815-08005083700,791,9.9,20.9,4.5,8.7,2.9,60.7,14.1,10.8,39.60731587,-104.8154056,8005
CO,Centennial,812815,8005085800,0812815-08005085800,626,9.3,24.8,5.8,8.9,3.7,63.7,14.5,10.9,39.63172141,-104.7585534,8005
CO,Centennial,812815,8005085900,0812815-08005085900,793,10.7,19.1,3.9,8.8,2.3,59.9,14.7,10.9,39.63505411,-104.7565743,8005
CO,Colorado Springs,816000,8041003400,0816000-08041003400,578,7.9,30.9,8.6,9.7,6,66.7,14.8,11.1,38.86363072,-104.8943239,8041
CO,Colorado Springs,816000,8041005104,0816000-08041005104,427,10.4,16,3.6,9.5,1.9,55.7,17.3,12.1,38.88513154,-104.6472755,8041
CO,Colorado Springs,816000,8041006700,0816000-08041006700,677,8.2,31.8,9.3,9.4,6.5,67.2,13.8,10.7,38.86449378,-104.8877168,8041
CO,Colorado Springs,816000,8041007500,0816000-08041007500,998,7,19.5,5.3,9,2.7,60.9,12,9.8,38.99388783,-104.7736341,8041
CO,Colorado Springs,816000,8041007601,0816000-08041007601,586,9.8,15.2,3.6,9.2,1.8,56.1,14.8,11.1,38.94683671,-104.6881114,8041
CO,Denver,820000,8031001902,0820000-08031001902,705,11.3,8,1.4,10.7,0.9,48.2,13.3,14.6,39.74580648,-105.0083038,8031
CO,Fort Collins,827425,8069000300,0827425-08069000300,514,9.7,14.8,3.4,8.7,1.9,52.9,12.7,10.8,40.59559882,-105.1120139,8069
CO,Fort Collins,827425,8069002501,0827425-08069002501,53,9.5,30.9,10,8.1,6.6,67.7,8.4,8.2,40.58505368,-104.9962397,8069
CO,Greeley,832155,8123000704,0832155-08123000704,656,18.4,20.1,4,9.3,3.1,52.6,17.9,13.3,40.38832438,-104.6732125,8123
CO,Greeley,832155,8123000705,0832155-08123000705,67,21.2,25.6,4,8.8,4.6,56.1,14.8,13.1,40.42837697,-104.6470071,8123
CO,Lakewood,843000,8059010100,0843000-08059010100,432,11.9,22.1,5,9.4,3.8,53.4,18.1,12.4,39.73782153,-105.1645339,8059
CO,Lakewood,843000,8059011721,0843000-08059011721,61,8.9,27.6,7.8,8.9,5.3,60.4,12.1,9.7,39.71651121,-105.1531319,8059
CO,Loveland,846465,8069002010,0846465-08069002010,345,7.4,31.5,9.5,8.9,5.8,66.8,11.9,9.2,40.3883972,-105.1519275,8069
CO,Pueblo,862000,8101000903,0862000-08101000903,777,20.2,13,1,12.5,1.5,51.9,22.6,25.8,38.30839032,-104.5776776,8101
CO,Thornton,877290,8001008541,0877290-08001008541,500,7.2,36.6,10.9,9.5,7.4,71.1,13,9,39.96962957,-104.9021593,8001
CO,Thornton,877290,8001008551,0877290-08001008551,304,12.4,21.4,5,9.6,3.5,57.6,17.9,11.6,39.90570671,-104.9078703,8001
CO,Thornton,877290,8001009001,0877290-08001009001,738,25.3,17.4,2.6,11.6,2.2,53.4,22.9,17,39.85312041,-104.9810955,8001
CO,Thornton,877290,8001009307,0877290-08001009307,569,21,32.7,7.3,10.3,7.8,62,20.8,13.9,39.85194086,-104.9909268,8001
CO,Thornton,877290,8001015000,0877290-08001015000,300,16.2,48.1,11.9,11.1,14.1,70.7,21.9,14,39.8490614,-104.943693,8001
CO,Thornton,877290,8001061200,0877290-08001061200,992,10.9,15.3,3.5,9,2,54,16,10.6,39.99197817,-104.9556224,8001
CO,Westminster,883835,8001009502,0883835-08001009502,853,22.9,26.6,6,9.4,5.8,59.5,18,12.5,39.82461363,-105.0203638,8001
CO,Westminster,883835,8001009606,0883835-08001009606,595,28.1,20.3,3.3,9.3,3.6,52.9,20.7,14.1,39.82497766,-105.0290231,8001
CO,Westminster,883835,8001060000,0883835-08001060000,481,7.9,22.8,6.2,9.2,3.7,60.8,13.5,9.6,39.96228089,-104.9971225,8001
CO,Westminster,883835,8059010208,0883835-08059010208,470,13.1,22.8,5.5,9.9,3.7,54.6,18.4,12.7,39.8253419,-105.0576723,8059
FL,Boca Raton,1207300,12099007002,1207300-12099007002,287,15.3,19.8,4.3,7.1,3.1,68,14.7,11.1,26.39957461,-80.10705734,12099
FL,Boca Raton,1207300,12099007616,1207300-12099007616,600,12.7,33.7,9.8,7.5,7.7,76.5,12.7,10,26.32987513,-80.12423215,12099
FL,Boynton Beach,1207875,12099005411,1207875-12099005411,109,9.3,50.3,17.6,6.5,14.4,87,7.2,6.5,26.5052947,-80.05500008,12099
FL,Boynton Beach,1207875,12099005810,1207875-12099005810,240,17.6,56.2,15.6,8,19.1,84.5,15.5,11.2,26.54449048,-80.11185369,12099
FL,Boynton Beach,1207875,12099005812,1207875-12099005812,833,24.7,21,3.3,8.9,3.1,66.8,23,15.9,26.54296446,-80.09285897,12099
FL,Boynton Beach,1207875,12099006602,1207875-12099006602,601,12,30.9,8.2,7.4,6.5,74.8,13.6,10.3,26.49177977,-80.07842662,12099
FL,Cape Coral,1210275,12071010305,1210275-12071010305,337,25.3,26.2,5,8,4.6,69.2,17.6,14.1,26.64070981,-81.92387158,12071
FL,Clearwater,1212875,12103025505,1212875-12103025505,93,29.2,36.2,5.7,9.8,9.2,70.4,27.3,19.5,27.93892036,-82.79368041,12103
FL,Clearwater,1212875,12103025506,1212875-12103025506,92,17.4,43.5,11.1,8.4,11,78.1,18,12.8,27.93633181,-82.77761936,12103
FL,Clearwater,1212875,12103026820,1212875-12103026820,519,16.7,40.3,10.7,8.3,9.6,77.1,17,12.2,28.03751611,-82.73300766,12103
FL,Clearwater,1212875,12103026911,1212875-12103026911,686,14.8,31.9,8,8.1,6.5,73.2,17.1,12.1,28.00184962,-82.74836145,12103
FL,Clearwater,1212875,12103026912,1212875-12103026912,983,24.1,29.1,5.3,8.7,5.8,68.9,23.5,15.9,27.99412918,-82.73273882,12103
FL,Coral Springs,1214400,12011020205,1214400-12011020205,905,21.9,20.8,3.3,8.4,2.7,66.8,17.5,13.7,26.2728861,-80.20986619,12011
FL,Davie,1216475,12011070401,1216475-12011070401,288,16.9,30.5,6.8,8,6,71.9,15.4,12,26.05936931,-80.29569427,12011
FL,Davie,1216475,12011070402,1216475-12011070402,479,14.1,30.1,7.2,7.8,5.7,73,12.9,10.9,26.05320923,-80.29317092,12011
FL,Davie,1216475,12011110327,1216475-12011110327,660,16.7,26.7,5.5,7.6,4.3,71.9,11.9,10.7,26.03267963,-80.3486272,12011
FL,Davie,1216475,12011110600,1216475-12011110600,525,26.7,21.5,2.9,8.5,3.2,64.1,21.4,15.9,26.08342899,-80.19378582,12011
FL,Fort Lauderdale,1224000,12011041100,1224000-12011041100,183,31.2,51.9,6.5,12,10.1,81.1,25.7,18.1,26.1391974,-80.17620478,12011
FL,Fort Lauderdale,1224000,12011050207,1224000-12011050207,799,23.3,35.3,6.1,8.6,7.6,71.8,19.8,15,26.18559582,-80.16363886,12011
FL,Fort Lauderdale,1224000,12011050208,1224000-12011050208,742,33.8,34.3,3.8,9.8,5.9,68.7,29.6,19.4,26.19521278,-80.17268378,12011
FL,Fort Lauderdale,1224000,12011050308,1224000-12011050308,60,29.6,46.8,4.8,12.3,7.5,79.7,26.5,18.5,26.15185365,-80.18988062,12011
FL,Gainesville,1225175,12001001400,1225175-12001001400,974,31.7,30.7,2.2,8.7,3.7,66,28.3,17.6,29.68009442,-82.25937875,12001
FL,Gainesville,1225175,12001001701,1225175-12001001701,88,17.9,32.6,6.6,8.6,6.5,69.7,16.3,14.1,29.67806993,-82.39178818,12001
FL,Gainesville,1225175,12001001802,1225175-12001001802,363,19.6,44,9.5,9.2,11.4,72.8,22.1,16.1,29.75225999,-82.37699461,12001
FL,Gainesville,1225175,12001001908,1225175-12001001908,145,19.5,33.6,7.4,9.1,6.7,70.8,19.6,14.6,29.72523985,-82.34213375,12001
FL,Gainesville,1225175,12001002219,1225175-12001002219,155,23.8,26.9,3.5,8,3.9,66.6,20.5,15.1,29.62698738,-82.40852682,12001
FL,Gainesville,1225175,12001110800,1225175-12001110800,565,14.7,58.4,19.8,6.2,18.2,87.3,5.1,6.2,29.61435673,-82.35647599,12001
FL,Hollywood,1232000,12011080402,1232000-12011080402,559,21.6,35.6,6.8,8.7,8.1,71.2,21.5,15.7,26.05043398,-80.18708559,12011
FL,Jacksonville,1235000,12031013906,1235000-12031013906,353,13,29.3,7.5,8.1,5.7,73.4,13.9,10.8,30.36126509,-81.40676668,12031
FL,Lakeland,1238250,12105011834,1238250-12105011834,896,18.1,21.9,3.9,8.4,3,66.6,18.5,14,28.00216322,-81.91676614,12105
FL,Lakeland,1238250,12105011836,1238250-12105011836,664,17.2,32.8,6.9,8.1,6,72.3,17.5,12.5,27.97995187,-81.95326247,12105
FL,Lakeland,1238250,12105011902,1238250-12105011902,62,23,25.6,4.5,8.1,4.6,66.5,23.1,15.5,27.98740611,-82.01192682,12105
FL,Lakeland,1238250,12105011911,1238250-12105011911,707,23.3,24.1,4,8.4,3.4,66.1,22,14.8,27.96807913,-82.03533628,12105
FL,Lakeland,1238250,12105012001,1238250-12105012001,732,32.6,25,2.8,10.1,2.9,68.9,22.7,18.3,28.06136092,-82.01412597,12105
FL,Lakeland,1238250,12105012113,1238250-12105012113,167,24.6,28.7,4.5,8.6,4.1,70.1,20.4,14.5,28.1170784,-81.97589673,12105
FL,Largo,1239425,12103024505,1239425-12103024505,126,24.3,21.6,3.4,8.4,3,65.3,24.3,15.5,27.89096339,-82.72767167,12103
FL,Largo,1239425,12103024507,1239425-12103024507,259,15.8,32.3,7.9,8.7,6.6,73.7,17.6,13.3,27.92979748,-82.7230583,12103
FL,Largo,1239425,12103024510,1239425-12103024510,165,33.1,32.4,3.3,10.4,5.2,67.6,35.4,21.5,27.90162044,-82.70740825,12103
FL,Largo,1239425,12103025205,1239425-12103025205,98,12.8,39,10.8,8.6,8.5,78.3,15.4,11.7,27.87973845,-82.83650677,12103
FL,Largo,1239425,12103025401,1239425-12103025401,493,14.7,38.2,10.1,7.8,9.2,76.4,15.3,11.4,27.9346897,-82.74982625,12103
FL,Largo,1239425,12103025411,1239425-12103025411,991,23.4,30,5.1,9.6,5.9,67.9,28.1,18.6,27.89857424,-82.75535455,12103
FL,Largo,1239425,12103025412,1239425-12103025412,268,16.6,46.5,13,8.4,12.9,80.3,15.8,11.6,27.93396916,-82.74054614,12103
FL,Largo,1239425,12103025501,1239425-12103025501,111,16.8,36.1,8.7,8.6,7.7,74.6,18.5,13.2,27.94078964,-82.77147582,12103
FL,Melbourne,1243975,12009064128,1243975-12009064128,92,15.2,21.1,4.3,8.4,2.8,68,16.6,13.2,28.19133958,-80.67441228,12009
FL,Melbourne,1243975,12009065021,1243975-12009065021,510,20.5,26.7,5.6,8.7,5,69.7,18.6,14.4,28.0408742,-80.64060414,12009
FL,Miami,1245000,12086001002,1245000-12086001002,364,33.2,28.5,3.4,9.9,4.3,74.4,23,17.5,25.84732877,-80.20874192,12086
FL,Miami,1245000,12086001004,1245000-12086001004,347,35.4,38.3,3.9,11.4,6.8,76.4,30.6,21.5,25.8430389,-80.20804962,12086
FL,Miami,1245000,12086001502,1245000-12086001502,71,33.7,51.6,5,12.5,10.7,80.8,36,23,25.8353249,-80.22524286,12086
FL,Miami,1245000,12086001703,1245000-12086001703,458,49.1,26.4,3.2,8.3,5.7,66.8,25.3,20.3,25.80859821,-80.25044833,12086
FL,Miami,1245000,12086001801,1245000-12086001801,592,32.1,44.7,5.5,10.9,9.1,79.8,27.3,19.1,25.82661574,-80.22650186,12086
FL,Miami,1245000,12086003707,1245000-12086003707,826,25.1,26.3,5,6.8,5.3,71.7,13.9,11.7,25.77801014,-80.19008202,12086
FL,Miami,1245000,12086006709,1245000-12086006709,408,18.9,13.8,2.4,6.2,1.7,64.9,12.6,10.3,25.76779258,-80.18918987,12086
FL,Miami Beach,1245025,12086981000,1245025-12086981000,59,22.7,8.7,1,6.3,1,60.1,16.2,13.9,25.77240802,-80.14958641,12086
FL,Miami Gardens,1245060,12086000414,1245060-12086000414,650,29.2,44.7,5.7,11.3,8.6,80.9,26.5,18.2,25.92293181,-80.2223742,12086
FL,Orlando,1253000,12095012000,1253000-12095012000,244,33.9,38.8,3.1,12.4,5.3,74.8,30.4,21.4,28.56698628,-81.4409873,12095
FL,Orlando,1253000,12095012500,1253000-12095012500,830,16.3,33.5,8,8.2,7.4,72.4,16.8,12.5,28.59115911,-81.40533588,12095
FL,Orlando,1253000,12095013201,1253000-12095013201,291,37.9,33.9,5.4,8,7.4,70.7,17.8,15,28.54919698,-81.3082714,12095
FL,Orlando,1253000,12095013402,1253000-12095013402,72,33.3,39.4,7.5,8.4,9.7,73.2,18.9,14.3,28.53250949,-81.2919656,12095
FL,Orlando,1253000,12095013508,1253000-12095013508,656,37.9,25.7,3.2,8.6,4.2,65.4,21.6,17.6,28.50357692,-81.30490231,12095
FL,Orlando,1253000,12095013511,1253000-12095013511,108,44.6,25.9,3,9,4.4,66.3,20.5,18.7,28.48909441,-81.29302262,12095
FL,Orlando,1253000,12095013607,1253000-12095013607,713,25.6,27.9,5.2,8.1,4.8,70.3,16.3,13,28.49334886,-81.31228332,12095
FL,Orlando,1253000,12095013803,1253000-12095013803,241,16.8,30,7,7.9,5.6,72.1,14.7,11.7,28.51113614,-81.3328658,12095
FL,Orlando,1253000,12095014000,1253000-12095014000,84,12.2,36.5,10,7.5,8,76.3,12.1,9.8,28.4976443,-81.36250884,12095
FL,Orlando,1253000,12095014400,1253000-12095014400,170,19.6,31.3,6.3,8.8,6.7,69.3,21,14.8,28.50871023,-81.38313705,12095
FL,Orlando,1253000,12095014811,1253000-12095014811,317,17.4,19,3.5,7.7,2.7,65.3,15.1,12.1,28.46939981,-81.47764795,12095
FL,Orlando,1253000,12095014813,1253000-12095014813,631,17.1,23.2,4.2,7.3,3.4,69,13.6,11.1,28.45804839,-81.47801349,12095
FL,Orlando,1253000,12095015300,1253000-12095015300,788,16.4,28.9,6.3,8.3,5.6,69.9,17.1,12.9,28.58589263,-81.38489103,12095
FL,Orlando,1253000,12095015402,1253000-12095015402,165,12.6,55.6,19.2,7.7,15,89,6.2,7.4,28.58772128,-81.37490004,12095
FL,Orlando,1253000,12095016709,1253000-12095016709,160,35.6,32.4,4.8,8.3,6.4,69.9,18.5,15.4,28.50592945,-81.28546501,12095
FL,Orlando,1253000,12095016732,1253000-12095016732,276,22.7,16.1,2.4,8.1,1.7,65.3,13.8,12.8,28.48146581,-81.23416161,12095
FL,Palm Bay,1254000,12009065231,1254000-12009065231,274,20.4,25,3.9,8.9,3.3,69.2,19.9,14.7,27.97684532,-80.619639,12009
FL,Palm Bay,1254000,12009065236,1254000-12009065236,119,16.3,36.4,7,8.7,6.5,75.1,18,13.1,27.91375122,-80.61904337,12009
FL,Pembroke Pines,1255775,12011110404,1255775-12011110404,256,30.9,31.6,4,9.7,4.9,73,19.1,15.5,25.99427688,-80.22652953,12011
FL,Plantation,1257425,12011042900,1257425-12011042900,515,29.8,27.4,3.1,10.2,4,68.4,24.7,18.4,26.11634878,-80.20081501,12011
FL,Plantation,1257425,12011061100,1257425-12011061100,237,37.2,32.7,4.7,8.8,7.3,67.4,24.5,18.1,26.10331212,-80.21542642,12011
FL,Port St. Lucie,1258715,12111382010,1258715-12111382010,548,23.7,37.6,7.5,8.9,9.3,70.5,23.7,15.7,27.29197058,-80.31300438,12111
FL,St. Petersburg,1263000,12103024804,1263000-12103024804,83,25.2,37.3,7.9,9.1,9.3,72,24.9,16.8,27.80922179,-82.72142779,12103
FL,Sunrise,1269700,12011060122,1269700-12011060122,546,25.7,19.8,2.9,7.5,2.5,66.9,13.9,12.3,26.12878262,-80.31687814,12011
FL,Sunrise,1269700,12011060125,1269700-12011060125,598,25.3,31.1,4.7,9.3,4.7,72.7,18.8,14.5,26.16917635,-80.2533624,12011
FL,Sunrise,1269700,12011070321,1269700-12011070321,179,23.3,34.7,8.7,6.7,7.1,76.8,8.9,8.9,26.12336752,-80.36205146,12011
FL,Tallahassee,1270600,12073002206,1270600-12073002206,114,17.5,28.8,4.4,8.5,3.9,72.8,18.4,12.4,30.50145322,-84.34169001,12073
FL,Tallahassee,1270600,12073002207,1270600-12073002207,563,24.2,13.1,1,11.3,0.9,69.1,17,18.4,30.48680713,-84.31828861,12073
FL,Tallahassee,1270600,12073002208,1270600-12073002208,696,20.1,22.8,3.6,9.6,3,70.2,18.6,14.5,30.50295276,-84.33707898,12073
FL,Tallahassee,1270600,12073002416,1270600-12073002416,874,9.1,27.7,7.8,7.2,4.6,74.4,9.3,8.3,30.52391235,-84.25964761,12073
FL,Tallahassee,1270600,12073002508,1270600-12073002508,426,12.9,32.9,7.5,8,6.1,74.3,15.5,11.1,30.51294804,-84.1642586,12073
FL,Tallahassee,1270600,12073002511,1270600-12073002511,151,14.1,23.8,5.5,8.4,3.9,69.3,15,12.1,30.48829627,-84.20391125,12073
FL,Tallahassee,1270600,12073002512,1270600-12073002512,439,13.8,26,5.8,7.9,4.3,71.1,15.2,11.1,30.47335737,-84.17092307,12073
FL,Tallahassee,1270600,12073002603,1270600-12073002603,545,25.4,21.8,2,11.3,1.7,71.4,23.5,17.4,30.37298124,-84.27917987,12073
FL,Tampa,1271000,12057004000,1271000-12057004000,140,28.7,67.2,11.5,10.6,20.9,84.7,23.9,16.5,27.95736306,-82.45332552,12057
FL,Tampa,1271000,12057010809,1271000-12057010809,214,20,10.2,0.9,9.9,0.8,63.7,15.9,19.5,28.05512959,-82.40045745,12057
FL,Tampa,1271000,12057011010,1271000-12057011010,103,20,24.5,3.5,9,3.3,69.5,19,15.3,28.08823094,-82.40886022,12057
FL,Tampa,1271000,12057011014,1271000-12057011014,740,17.8,17.3,2.6,8.3,1.7,67.9,14.2,12.6,28.15235534,-82.35761286,12057
FL,Tampa,1271000,12057011205,1271000-12057011205,178,15.7,34.4,7.8,8.1,6.8,74.3,17.1,12.7,28.05420171,-82.47505878,12057
FL,Tampa,1271000,12057011304,1271000-12057011304,153,13.3,27.4,6.9,8.2,4.5,73.7,12.7,11.2,28.04166749,-82.48196085,12057
FL,Tampa,1271000,12057011802,1271000-12057011802,142,36.4,37.9,6.7,7.6,8.7,73.1,18.3,14.4,27.99781527,-82.51256471,12057
FL,Tampa,1271000,12057011902,1271000-12057011902,413,31.6,32.1,5,8.3,6,71.4,19.7,15.7,28.01930228,-82.48536241,12057
FL,Tampa,1271000,12057011904,1271000-12057011904,662,31.6,24.2,2.9,8,3.1,68.5,17.9,14.9,27.99796647,-82.50311119,12057
FL,Tampa,1271000,12057011905,1271000-12057011905,574,39.4,33.7,5.2,8.2,7,70.5,21.6,16.5,28.0009555,-82.48581458,12057
FL,Tampa,1271000,12057012001,1271000-12057012001,703,27.6,54,7.7,10.9,10.1,83.1,22.6,15.1,27.98533056,-82.40680615,12057
FL,Tampa,1271000,12057012002,1271000-12057012002,398,31.6,45.4,6.7,10.4,9.9,75.9,27.9,18.6,27.96863981,-82.39101354,12057
FL,West Palm Beach,1276600,12099001002,1276600-12099001002,863,28,33.9,4.6,11.3,5.4,77.2,23.1,17.1,26.76874095,-80.11958917,12099
FL,West Palm Beach,1276600,12099001402,1276600-12099001402,575,32.4,37.3,4.2,11.9,6.3,76.4,29.8,20.6,26.75902645,-80.07427115,12099
FL,West Palm Beach,1276600,12099007831,1276600-12099007831,596,10.6,38,11,7.3,8.8,79.6,11.7,9.1,26.77637978,-80.14121239,12099
GA,Albany,1301052,13095010403,1301052-13095010403,282,19.6,33.3,4.2,10.7,3.8,77.4,18.2,13.4,31.54986263,-84.24575701,13095
GA,Albany,1301052,13095010900,1301052-13095010900,329,20.6,42.6,4.8,10.8,5.4,80.6,20,13.6,31.53799851,-84.12895108,13095
GA,Atlanta,1304000,13089023700,1304000-13089023700,282,24.5,28.4,3.1,11.7,2.9,76.8,19.7,15.5,33.74417987,-84.31579601,13089
GA,Atlanta,1304000,13121002600,1304000-13121002600,914,30.1,40.1,4,12,6.2,75.3,27.4,18.4,33.75879581,-84.40262958,13121
GA,Atlanta,1304000,13121004800,1304000-13121004800,936,26.9,41.1,5.4,11.9,7.3,77,22.2,16.7,33.7443312,-84.38393749,13121
GA,Atlanta,1304000,13121008101,1304000-13121008101,977,24.6,51.6,7.9,10.9,10,82.4,19.3,12.9,33.7359327,-84.45389506,13121
GA,Atlanta,1304000,13121010114,1304000-13121010114,169,16.3,20.4,4.3,8.1,3.1,65.2,17,11.5,33.87654294,-84.37569609,13121
GA,Augusta,1304204,13245001500,1304204-13245001500,989,33.5,55.8,6.8,12.4,11.4,84.2,28.7,17.7,33.45483452,-81.9822432,13245
GA,Macon,1349000,13021010300,1349000-13021010300,997,30.6,47.8,5.8,12.1,9.5,80.3,28.1,18.6,32.83680441,-83.65654701,13021
GA,Macon,1349000,13021013407,1349000-13021013407,967,18.7,32.3,6.9,9.3,5.9,76.8,17.3,12.5,32.88998728,-83.70084425,13021
GA,Macon,1349000,13021013408,1349000-13021013408,218,9.6,37.7,12.2,7.5,8,81.9,9.2,7.7,32.88201644,-83.72135823,13021
GA,Macon,1349000,13021013410,1349000-13021013410,517,10.1,34.1,9.5,7.9,6.3,79.8,11,8.5,32.86997853,-83.72546164,13021
GA,Macon,1349000,13169030104,1349000-13169030104,466,26.6,43.9,5.3,11.6,6.4,80.9,24.3,15.6,32.87771107,-83.56246737,13169
GA,Sandy Springs,1368516,13121009802,1368516-13121009802,121,8.3,26.8,8,7,4.7,73.4,8,7.1,33.87973297,-84.4220909,13121
GA,Sandy Springs,1368516,13121010002,1368516-13121010002,974,8.1,25.7,7.8,7.1,4.4,72.5,8.2,7.3,33.88349368,-84.35553664,13121
GA,Savannah,1369000,13051010101,1369000-13051010101,622,23.1,38,4.5,12.8,4.7,80.4,20.7,16.9,32.07487525,-81.07527865,13051
GA,Savannah,1369000,13051010502,1369000-13051010502,88,24.7,36.9,5.9,9.5,7.6,72.4,24.8,15.9,32.04365942,-81.15834764,13051
GA,Savannah,1369000,13051010807,1369000-13051010807,359,17.9,29.2,4,8.7,3.4,73.7,17.4,11.5,31.94486036,-81.24590386,13051
GA,Warner Robins,1380508,13153020106,1380508-13153020106,103,19.7,33.8,4.6,10.6,4.1,76.4,19.8,13.6,32.6565244,-83.63835676,13153
GA,Warner Robins,1380508,13153020108,1380508-13153020108,556,20.7,34.3,5.8,10.1,5.8,74.1,21.7,14.5,32.63764228,-83.66778473,13153
GA,Warner Robins,1380508,13153021103,1380508-13153021103,917,16.4,25,4.9,8.7,3.6,70.7,16.6,11.5,32.55127014,-83.60796952,13153
GA,Warner Robins,1380508,13153021201,1380508-13153021201,946,17.8,26.8,4.3,8.9,3.4,71.8,17.3,11.9,32.54214775,-83.67358256,13153
GA,Warner Robins,1380508,13225040102,1380508-13225040102,364,19.9,29.9,5.4,9,5,74.4,18.7,12.6,32.61962265,-83.73012573,13225
HI,Honolulu,15003,15003001901,15003001901,837,7.2,38.2,8.9,9,7.1,74.8,13,9.8,21.2812439,-157.8342668,15003
HI,Honolulu,15003,15003003200,15003003200,833,5,32.2,7.9,8.2,4.7,75.4,8.2,7.4,21.32294287,-157.8195864,15003
HI,Honolulu,15003,15003003407,15003003407,913,6.5,40.5,10.9,6.9,6.9,81.4,6.6,5.9,21.30279845,-157.8353339,15003
HI,Honolulu,15003,15003003900,15003003900,655,9.8,41.9,8.6,8.2,7.4,78.5,11.3,9,21.30266401,-157.8618601,15003
HI,Honolulu,15003,15003006600,15003006600,374,8,16.3,2.6,8.9,1.5,64.3,12.4,10.7,21.35347839,-157.8726297,15003
HI,Honolulu,15003,15003007303,15003007303,341,10.7,9.4,0.9,9.8,0.5,59.8,14.3,13.9,21.32582126,-157.9451472,15003
HI,Honolulu,15003,15003007506,15003007506,933,6.6,14.9,2.3,9.3,1,64.4,10.9,10,21.36697529,-157.9102579,15003
HI,Honolulu,15003,15003008611,15003008611,84,5,19.5,3.9,8.5,2.1,67.8,8.2,8,21.35863803,-158.112465,15003
HI,Honolulu,15003,15003008613,15003008613,904,9.7,30.1,5.5,10.2,4.2,71.7,15.5,11.5,21.3493936,-158.0914339,15003
HI,Honolulu,15003,15003980200,15003980200,704,15.9,24.8,2.7,10,3,63.1,24,14.5,21.31809493,-157.9223219,15003
HI,Honolulu,15003,15003981400,15003981400,97,8.7,32.9,5.1,7.8,4.6,70.7,15.5,9.6,21.33203362,-157.9064034,15003
ID,Boise City,1608830,16001002100,1608830-16001002100,88,13,28.4,6.8,8.3,5.1,59.8,13,10.3,43.55193233,-116.2170915,16001
ID,Boise City,1608830,16001002412,1608830-16001002412,52,12.1,41.2,10.9,8.7,9.9,67.9,12.6,10.2,43.66837702,-116.3367482,16001
ID,Boise City,1608830,16001010313,1608830-16001010313,910,12.7,24.9,5.7,9.1,3.9,58.3,13.9,11.3,43.5881338,-116.3369567,16001
ID,Boise City,1608830,16001010321,1608830-16001010321,979,15.4,29.5,6,9.5,5.4,59.3,16.3,12.9,43.60812154,-116.3369384,16001
ID,Boise City,1608830,16001010333,1608830-16001010333,446,13.3,26.3,5.7,9.4,4.5,58.5,15,12.3,43.64458408,-116.3564408,16001
IL,Arlington Heights,1702154,17031803612,1702154-17031803612,709,16,24.1,4.2,9.6,4.3,61.1,23.9,16,42.14879328,-88.00685064,17031
IL,Aurora,1703012,17043846411,1703012-17043846411,51,7.5,7.2,0.9,12.7,0.3,67.4,7.6,14.3,41.80809087,-88.22262862,17043
IL,Bloomington,1706613,17113000504,1706613-17113000504,216,5.5,48.6,15.6,8.5,11.4,82.2,9.3,7.5,40.50633922,-88.94695543,17113
IL,Bloomington,1706613,17113005400,1706613-17113005400,355,9.1,21.9,4.9,9.2,3.2,63.4,16.8,11.4,40.46774234,-88.90067659,17113
IL,Bloomington,1706613,17113006000,1706613-17113006000,347,10.8,22.1,4.5,9.5,3.3,61.5,20.9,13.2,40.46215912,-89.05395592,17113
IL,Chicago,1714000,17031271800,1714000-17031271800,970,25,49.1,4.5,12.9,9.1,74.6,33.8,21.6,41.87149641,-87.69848966,17031
IL,Chicago,1714000,17031280800,1714000-17031280800,755,19.2,46.2,6,11.8,9,76.6,22.9,15.7,41.87859679,-87.68890088,17031
IL,Chicago,1714000,17031280900,1714000-17031280900,942,20.4,37,3.7,12.9,4.9,72,27.1,19.1,41.87863093,-87.68512815,17031
IL,Chicago,1714000,17031340600,1714000-17031340600,907,27.2,54.9,6.3,14.9,13.1,77.5,33.2,22.8,41.82741772,-87.63253985,17031
IL,Chicago,1714000,17031350400,1714000-17031350400,389,24.5,52.1,5.1,14.6,9.8,76.3,34.1,22.9,41.84192912,-87.62836949,17031
IL,Chicago,1714000,17031351500,1714000-17031351500,255,15.2,31.4,3.3,10.7,3.9,69.5,20.5,15.5,41.82727424,-87.62774624,17031
