Place_TractID,StateAbbr,PlaceName,city_state,PlaceFIPS,TractFIPS,CountyFIPS,SiteId,PM2.5_Exceptional,PM2.5_ExceedCount,PM2.5_Max,Ozone_Exceptional,Ozone_ExceedCount,Ozone_Max
1239425-12103025411,FL,Largo,Largo_FL,1239425,12103025411,12103,673.0,0,0.0,24.4,,,
1239425-12103025412,FL,Largo,Largo_FL,1239425,12103025412,12103,673.0,0,0.0,24.4,,,
1239425-12103025501,FL,Largo,Largo_FL,1239425,12103025501,12103,673.0,0,0.0,24.4,,,
1243975-12009064128,FL,Melbourne,Melbourne_FL,1243975,12009064128,12009,588.0,0,0.0,24.7,0.0,0.0,0.066
1243975-12009065021,FL,Melbourne,Melbourne_FL,1243975,12009065021,12009,588.0,0,0.0,24.7,0.0,0.0,0.066
1245000-12086001002,FL,Miami,Miami_FL,1245000,12086001002,12086,652.0,0,0.0,23.3,,,
1245000-12086001004,FL,Miami,Miami_FL,1245000,12086001004,12086,652.0,0,0.0,23.3,,,
1245000-12086001502,FL,Miami,Miami_FL,1245000,12086001502,12086,652.0,0,0.0,23.3,,,
1245000-12086001703,FL,Miami,Miami_FL,1245000,12086001703,12086,652.0,0,0.0,23.3,,,
1245000-12086001801,FL,Miami,Miami_FL,1245000,12086001801,12086,652.0,0,0.0,23.3,,,
1245000-12086003707,FL,Miami,Miami_FL,1245000,12086003707,12086,652.0,0,0.0,23.3,,,
1245000-12086006709,FL,Miami,Miami_FL,1245000,12086006709,12086,652.0,0,0.0,23.3,,,
1245025-12086981000,FL,Miami Beach,Miami Beach_FL,1245025,12086981000,12086,652.0,0,0.0,23.3,,,
1245060-12086000414,FL,Miami Gardens,Miami Gardens_FL,1245060,12086000414,12086,652.0,0,0.0,23.3,,,
1253000-12095012000,FL,Orlando,Orlando_FL,1253000,12095012000,12095,659.0,0,0.0,30.4,,,
1253000-12095012500,FL,Orlando,Orlando_FL,1253000,12095012500,12095,659.0,0,0.0,30.4,,,
1253000-12095013201,FL,Orlando,Orlando_FL,1253000,12095013201,12095,659.0,0,0.0,30.4,,,
1253000-12095013402,FL,Orlando,Orlando_FL,1253000,12095013402,12095,659.0,0,0.0,30.4,,,
1253000-12095013508,FL,Orlando,Orlando_FL,1253000,12095013508,12095,659.0,0,0.0,30.4,,,
1253000-12095013511,FL,Orlando,Orlando_FL,1253000,12095013511,12095,659.0,0,0.0,30.4,,,
1253000-12095013607,FL,Orlando,Orlando_FL,1253000,12095013607,12095,659.0,0,0.0,30.4,,,
1253000-12095013803,FL,Orlando,Orlando_FL,1253000,12095013803,12095,659.0,0,0.0,30.4,,,
1253000-12095014000,FL,Orlando,Orlando_FL,1253000,12095014000,12095,659.0,0,0.0,30.4,,,
1253000-12095014400,FL,Orlando,Orlando_FL,1253000,12095014400,12095,659.0,0,0.0,30.4,,,
1253000-12095014811,FL,Orlando,Orlando_FL,1253000,12095014811,12095,659.0,0,0.0,30.4,,,
1253000-12095014813,FL,Orlando,Orlando_FL,1253000,12095014813,12095,659.0,0,0.0,30.4,,,
1253000-12095015300,FL,Orlando,Orlando_FL,1253000,12095015300,12095,659.0,0,0.0,30.4,,,
1253000-12095015402,FL,Orlando,Orlando_FL,1253000,12095015402,12095,659.0,0,0.0,30.4,,,
1253000-12095016709,FL,Orlando,Orlando_FL,1253000,12095016709,12095,659.0,0,0.0,30.4,,,
1253000-12095016732,FL,Orlando,Orlando_FL,1253000,12095016732,12095,659.0,0,0.0,30.4,,,
1254000-12009065231,FL,Palm Bay,Palm Bay_FL,1254000,12009065231,12009,588.0,0,0.0,24.7,0.0,0.0,0.066
1254000-12009065236,FL,Palm Bay,Palm Bay_FL,1254000,12009065236,12009,588.0,0,0.0,24.7,0.0,0.0,0.066
1255775-12011110404,FL,Pembroke Pines,Pembroke Pines_FL,1255775,12011110404,12011,592.0,0,0.0,24.0,0.0,1.0,0.071
1257425-12011042900,FL,Plantation,Plantation_FL,1257425,12011042900,12011,593.0,0,0.0,28.9,,,
1257425-12011061100,FL,Plantation,Plantation_FL,1257425,12011061100,12011,593.0,0,0.0,28.9,,,
1258715-12111382010,FL,Port St. Lucie,Port St. Lucie_FL,1258715,12111382010,12111,588.0,0,0.0,24.7,0.0,0.0,0.066
1263000-12103024804,FL,St. Petersburg,St. Petersburg_FL,1263000,12103024804,12103,673.0,0,0.0,24.4,,,
1269700-12011060122,FL,Sunrise,Sunrise_FL,1269700,12011060122,12011,592.0,0,0.0,24.0,0.0,1.0,0.071
1269700-12011060125,FL,Sunrise,Sunrise_FL,1269700,12011060125,12011,593.0,0,0.0,28.9,,,
1269700-12011070321,FL,Sunrise,Sunrise_FL,1269700,12011070321,12011,592.0,0,0.0,24.0,0.0,1.0,0.071
1270600-12073002206,FL,Tallahassee,Tallahassee_FL,1270600,12073002206,12073,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002207,FL,Tallahassee,Tallahassee_FL,1270600,12073002207,12073,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002208,FL,Tallahassee,Tallahassee_FL,1270600,12073002208,12073,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002416,FL,Tallahassee,Tallahassee_FL,1270600,12073002416,12073,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002508,FL,Tallahassee,Tallahassee_FL,1270600,12073002508,12073,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002511,FL,Tallahassee,Tallahassee_FL,1270600,12073002511,12073,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002512,FL,Tallahassee,Tallahassee_FL,1270600,12073002512,12073,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002603,FL,Tallahassee,Tallahassee_FL,1270600,12073002603,12073,635.0,0,0.0,15.9,0.0,0.0,0.066
1271000-12057004000,FL,Tampa,Tampa_FL,1271000,12057004000,12057,623.0,0,0.0,33.7,,,
1271000-12057010809,FL,Tampa,Tampa_FL,1271000,12057010809,12057,623.0,0,0.0,33.7,,,
1271000-12057011010,FL,Tampa,Tampa_FL,1271000,12057011010,12057,623.0,0,0.0,33.7,,,
1271000-12057011014,FL,Tampa,Tampa_FL,1271000,12057011014,12057,623.0,0,0.0,33.7,,,
1271000-12057011205,FL,Tampa,Tampa_FL,1271000,12057011205,12057,623.0,0,0.0,33.7,,,
1271000-12057011304,FL,Tampa,Tampa_FL,1271000,12057011304,12057,623.0,0,0.0,33.7,,,
1271000-12057011802,FL,Tampa,Tampa_FL,1271000,12057011802,12057,623.0,0,0.0,33.7,,,
1271000-12057011902,FL,Tampa,Tampa_FL,1271000,12057011902,12057,623.0,0,0.0,33.7,,,
1271000-12057011904,FL,Tampa,Tampa_FL,1271000,12057011904,12057,623.0,0,0.0,33.7,,,
1271000-12057011905,FL,Tampa,Tampa_FL,1271000,12057011905,12057,623.0,0,0.0,33.7,,,
1271000-12057012001,FL,Tampa,Tampa_FL,1271000,12057012001,12057,623.0,0,0.0,33.7,,,
1271000-12057012002,FL,Tampa,Tampa_FL,1271000,12057012002,12057,623.0,0,0.0,33.7,,,
1276600-12099001002,FL,West Palm Beach,West Palm Beach_FL,1276600,12099001002,12099,593.0,0,0.0,28.9,,,
1276600-12099001402,FL,West Palm Beach,West Palm Beach_FL,1276600,12099001402,12099,593.0,0,0.0,28.9,,,
1276600-12099007831,FL,West Palm Beach,West Palm Beach_FL,1276600,12099007831,12099,593.0,0,0.0,28.9,,,
1301052-13095010403,GA,Albany,Albany_GA,1301052,13095010403,13095,707.0,0,1.0,55.7,,,
1301052-13095010900,GA,Albany,Albany_GA,1301052,13095010900,13095,707.0,0,1.0,55.7,,,
1304000-13089023700,GA,Atlanta,Atlanta_GA,1304000,13089023700,13089,713.0,0,0.0,26.1,,,
1304000-13121002600,GA,Atlanta,Atlanta_GA,1304000,13121002600,13121,713.0,0,0.0,26.1,,,
1304000-13121004800,GA,Atlanta,Atlanta_GA,1304000,13121004800,13121,713.0,0,0.0,26.1,,,
1304000-13121008101,GA,Atlanta,Atlanta_GA,1304000,13121008101,13121,713.0,0,0.0,26.1,,,
1304000-13121010114,GA,Atlanta,Atlanta_GA,1304000,13121010114,13121,711.0,0,0.0,20.8,,,
1304204-13245001500,GA,Augusta,Augusta_GA,1304204,13245001500,13245,729.0,0,0.0,34.9,0.0,0.0,0.061
1349000-13021010300,GA,Macon,Macon_GA,1349000,13021010300,13021,691.0,0,0.0,16.3,,,
1349000-13021013407,GA,Macon,Macon_GA,1349000,13021013407,13021,691.0,0,0.0,16.3,,,
1349000-13021013408,GA,Macon,Macon_GA,1349000,13021013408,13021,691.0,0,0.0,16.3,,,
1349000-13021013410,GA,Macon,Macon_GA,1349000,13021013410,13021,691.0,0,0.0,16.3,,,
1349000-13169030104,GA,Macon,Macon_GA,1349000,13169030104,13169,692.0,0,0.0,21.3,0.0,0.0,0.068
1368516-13121009802,GA,Sandy Springs,Sandy Springs_GA,1368516,13121009802,13121,711.0,0,0.0,20.8,,,
1368516-13121010002,GA,Sandy Springs,Sandy Springs_GA,1368516,13121010002,13121,711.0,0,0.0,20.8,,,
1369000-13051010101,GA,Savannah,Savannah_GA,1369000,13051010101,13051,696.0,0,0.0,23.8,,,
1369000-13051010502,GA,Savannah,Savannah_GA,1369000,13051010502,13051,696.0,0,0.0,23.8,,,
1369000-13051010807,GA,Savannah,Savannah_GA,1369000,13051010807,13051,696.0,0,0.0,23.8,,,
1380508-13153020106,GA,Warner Robins,Warner Robins_GA,1380508,13153020106,13153,718.0,0,0.0,21.3,,,
1380508-13153020108,GA,Warner Robins,Warner Robins_GA,1380508,13153020108,13153,718.0,0,0.0,21.3,,,
1380508-13153021103,GA,Warner Robins,Warner Robins_GA,1380508,13153021103,13153,718.0,0,0.0,21.3,,,
1380508-13153021201,GA,Warner Robins,Warner Robins_GA,1380508,13153021201,13153,718.0,0,0.0,21.3,,,
1380508-13225040102,GA,Warner Robins,Warner Robins_GA,1380508,13225040102,13225,718.0,0,0.0,21.3,,,
15003001901,HI,Honolulu,Honolulu_HI,15003,15003001901,15003,743.0,0,0.0,16.0,,,
15003003200,HI,Honolulu,Honolulu_HI,15003,15003003200,15003,743.0,0,0.0,16.0,,,
15003003407,HI,Honolulu,Honolulu_HI,15003,15003003407,15003,743.0,0,0.0,16.0,,,
15003003900,HI,Honolulu,Honolulu_HI,15003,15003003900,15003,743.0,0,0.0,16.0,,,
15003006600,HI,Honolulu,Honolulu_HI,15003,15003006600,15003,743.0,0,0.0,16.0,,,
15003007303,HI,Honolulu,Honolulu_HI,15003,15003007303,15003,744.0,0,0.0,16.1,0.0,0.0,0.05
15003007506,HI,Honolulu,Honolulu_HI,15003,15003007506,15003,744.0,0,0.0,16.1,0.0,0.0,0.05
15003008611,HI,Honolulu,Honolulu_HI,15003,15003008611,15003,744.0,0,0.0,16.1,0.0,0.0,0.05
15003008613,HI,Honolulu,Honolulu_HI,15003,15003008613,15003,744.0,0,0.0,16.1,0.0,0.0,0.05
15003980200,HI,Honolulu,Honolulu_HI,15003,15003980200,15003,744.0,0,0.0,16.1,0.0,0.0,0.05
15003981400,HI,Honolulu,Honolulu_HI,15003,15003981400,15003,744.0,0,0.0,16.1,0.0,0.0,0.05
1702154-17031803612,IL,Arlington Heights,Arlington Heights_IL,1702154,17031803612,17031,821.0,0,0.0,22.2,,,
1703012-17043846411,IL,Aurora,Aurora_IL,1703012,17043846411,17043,814.0,0,0.0,26.2,,,
1706613-17113000504,IL,Bloomington,Bloomington_IL,1706613,17113000504,17113,844.0,0,0.0,23.9,,,
1706613-17113005400,IL,Bloomington,Bloomington_IL,1706613,17113005400,17113,844.0,0,0.0,23.9,,,
1706613-17113006000,IL,Bloomington,Bloomington_IL,1706613,17113006000,17113,844.0,0,0.0,23.9,,,
1714000-17031271800,IL,Chicago,Chicago_IL,1714000,17031271800,17031,800.0,0,0.0,25.0,,,
1714000-17031280800,IL,Chicago,Chicago_IL,1714000,17031280800,17031,800.0,0,0.0,25.0,,,
1714000-17031280900,IL,Chicago,Chicago_IL,1714000,17031280900,17031,800.0,0,0.0,25.0,,,
1714000-17031340600,IL,Chicago,Chicago_IL,1714000,17031340600,17031,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031350400,IL,Chicago,Chicago_IL,1714000,17031350400,17031,800.0,0,0.0,25.0,,,
1714000-17031351500,IL,Chicago,Chicago_IL,1714000,17031351500,17031,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031380500,IL,Chicago,Chicago_IL,1714000,17031380500,17031,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031381500,IL,Chicago,Chicago_IL,1714000,17031381500,17031,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031690500,IL,Chicago,Chicago_IL,1714000,17031690500,17031,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031770902,IL,Chicago,Chicago_IL,1714000,17031770902,17031,799.0,0,0.0,24.7,,,
1714000-17031810400,IL,Chicago,Chicago_IL,1714000,17031810400,17031,799.0,0,0.0,24.7,,,
1714000-17031841000,IL,Chicago,Chicago_IL,1714000,17031841000,17031,800.0,0,0.0,25.0,,,
1718823-17115002300,IL,Decatur,Decatur_IL,1718823,17115002300,17115,828.0,0,0.0,23.6,0.0,3.0,0.073
1718823-17115002901,IL,Decatur,Decatur_IL,1718823,17115002901,17115,828.0,0,0.0,23.6,0.0,3.0,0.073
1723074-17089850600,IL,Elgin,Elgin_IL,1723074,17089850600,17089,821.0,0,0.0,22.2,,,
1738570-17197880417,IL,Joliet,Joliet_IL,1738570,17197880417,17197,852.0,0,0.0,29.3,,,
1738570-17197882300,IL,Joliet,Joliet_IL,1738570,17197882300,17197,852.0,0,0.0,29.3,,,
1738570-17197882900,IL,Joliet,Joliet_IL,1738570,17197882900,17197,852.0,0,0.0,29.3,,,
1738570-17197883100,IL,Joliet,Joliet_IL,1738570,17197883100,17197,852.0,0,0.0,29.3,,,
1738570-17197883307,IL,Joliet,Joliet_IL,1738570,17197883307,17197,852.0,0,0.0,29.3,,,
1751622-17197880310,IL,Naperville,Naperville_IL,1751622,17197880310,17197,814.0,0,0.0,26.2,,,
1759000-17143003402,IL,Peoria,Peoria_IL,1759000,17143003402,17143,844.0,0,0.0,23.9,,,
1759000-17143003900,IL,Peoria,Peoria_IL,1759000,17143003900,17143,844.0,0,0.0,23.9,,,
1759000-17143004400,IL,Peoria,Peoria_IL,1759000,17143004400,17143,844.0,0,0.0,23.9,,,
1759000-17143004802,IL,Peoria,Peoria_IL,1759000,17143004802,17143,844.0,0,0.0,23.9,,,
1765000-17201003601,IL,Rockford,Rockford_IL,1765000,17201003601,17201,854.0,0,0.0,28.2,,,
1765000-17201003707,IL,Rockford,Rockford_IL,1765000,17201003707,17201,854.0,0,0.0,28.2,,,
1765000-17201003710,IL,Rockford,Rockford_IL,1765000,17201003710,17201,854.0,0,0.0,28.2,,,
1765000-17201003711,IL,Rockford,Rockford_IL,1765000,17201003711,17201,854.0,0,0.0,28.2,,,
1765000-17201003801,IL,Rockford,Rockford_IL,1765000,17201003801,17201,854.0,0,0.0,28.2,,,
1768003-17031804102,IL,Schaumburg,Schaumburg_IL,1768003,17031804102,17031,821.0,0,0.0,22.2,,,
1768003-17031804606,IL,Schaumburg,Schaumburg_IL,1768003,17031804606,17031,821.0,0,0.0,22.2,,,
1768003-17031804706,IL,Schaumburg,Schaumburg_IL,1768003,17031804706,17031,821.0,0,0.0,22.2,,,
1768003-17031804714,IL,Schaumburg,Schaumburg_IL,1768003,17031804714,17031,821.0,0,0.0,22.2,,,
1768003-17031804715,IL,Schaumburg,Schaumburg_IL,1768003,17031804715,17031,821.0,0,0.0,22.2,,,
1772000-17167000700,IL,Springfield,Springfield_IL,1772000,17167000700,17167,828.0,0,0.0,23.6,0.0,3.0,0.073
1772000-17167002700,IL,Springfield,Springfield_IL,1772000,17167002700,17167,828.0,0,0.0,23.6,0.0,3.0,0.073
1772000-17167002801,IL,Springfield,Springfield_IL,1772000,17167002801,17167,828.0,0,0.0,23.6,0.0,3.0,0.073
1772000-17167003801,IL,Springfield,Springfield_IL,1772000,17167003801,17167,828.0,0,0.0,23.6,0.0,3.0,0.073
1779293-17097860600,IL,Waukegan,Waukegan_IL,1779293,17097860600,17097,799.0,0,0.0,24.7,,,
1779293-17097861603,IL,Waukegan,Waukegan_IL,1779293,17097861603,17097,821.0,0,0.0,22.2,,,
1779293-17097861701,IL,Waukegan,Waukegan_IL,1779293,17097861701,17097,799.0,0,0.0,24.7,,,
1805860-18105000502,IN,Bloomington,Bloomington_IN,1805860,18105000502,18105,914.0,0,0.0,16.9,,,
1810342-18057110404,IN,Carmel,Carmel_IN,1810342,18057110404,18057,867.0,0,0.0,20.5,,,
1822000-18163001800,IN,Evansville,Evansville_IN,1822000,18163001800,18163,937.0,0,0.0,24.1,,,
1822000-18163010202,IN,Evansville,Evansville_IN,1822000,18163010202,18163,935.0,0,0.0,19.3,0.0,1.0,0.071
1825000-18003011702,IN,Fort Wayne,Fort Wayne_IN,1825000,18003011702,18003,857.0,0,0.0,28.9,0.0,1.0,0.071
1825000-18003980001,IN,Fort Wayne,Fort Wayne_IN,1825000,18003980001,18003,857.0,0,0.0,28.9,0.0,1.0,0.071
1825000-18003980002,IN,Fort Wayne,Fort Wayne_IN,1825000,18003980002,18003,857.0,0,0.0,28.9,0.0,1.0,0.071
1827000-18089010500,IN,Gary,Gary_IN,1827000,18089010500,18089,890.0,0,0.0,22.2,,,
1827000-18089010900,IN,Gary,Gary_IN,1827000,18089010900,18089,890.0,0,0.0,22.2,,,
1827000-18089011700,IN,Gary,Gary_IN,1827000,18089011700,18089,890.0,0,0.0,22.2,,,
1827000-18089012100,IN,Gary,Gary_IN,1827000,18089012100,18089,890.0,0,0.0,22.2,,,
1836003-18097357500,IN,Indianapolis,Indianapolis_IN,1836003,18097357500,18097,914.0,0,0.0,16.9,,,
1840788-18157010800,IN,Lafayette,Lafayette_IN,1840788,18157010800,18157,932.0,0,0.0,26.2,,,
1851876-18035001700,IN,Muncie,Muncie_IN,1851876,18035001700,18035,867.0,0,0.0,20.5,,,
1851876-18035002401,IN,Muncie,Muncie_IN,1851876,18035002401,18035,867.0,0,0.0,20.5,,,
1851876-18035002500,IN,Muncie,Muncie_IN,1851876,18035002500,18035,867.0,0,0.0,20.5,,,
1871000-18141011202,IN,South Bend,South Bend_IN,1871000,18141011202,18141,927.0,0,0.0,23.3,0.0,4.0,0.08
1871000-18141011303,IN,South Bend,South Bend_IN,1871000,18141011303,18141,927.0,0,0.0,23.3,0.0,4.0,0.08
1871000-18141011801,IN,South Bend,South Bend_IN,1871000,18141011801,18141,927.0,0,0.0,23.3,0.0,4.0,0.08
1871000-18141011900,IN,South Bend,South Bend_IN,1871000,18141011900,18141,927.0,0,0.0,23.3,0.0,4.0,0.08
1912000-19113000300,IA,Cedar Rapids,Cedar Rapids_IA,1912000,19113000300,19113,961.0,0,0.0,27.5,0.0,0.0,0.065
1912000-19113000500,IA,Cedar Rapids,Cedar Rapids_IA,1912000,19113000500,19113,961.0,0,0.0,27.5,0.0,0.0,0.065
1912000-19113000600,IA,Cedar Rapids,Cedar Rapids_IA,1912000,19113000600,19113,961.0,0,0.0,27.5,0.0,0.0,0.065
1921000-19153010500,IA,Des Moines,Des Moines_IA,1921000,19153010500,19153,970.0,0,1.0,48.1,0.0,0.0,0.065
1921000-19153011028,IA,Des Moines,Des Moines_IA,1921000,19153011028,19153,970.0,0,1.0,48.1,0.0,0.0,0.065
1938595-19103010400,IA,Iowa City,Iowa City_IA,1938595,19103010400,19103,957.0,0,0.0,24.1,,,
1973335-19193003300,IA,Sioux City,Sioux City_IA,1973335,19193003300,19193,983.0,0,0.0,20.3,,,
1982425-19013002604,IA,Waterloo,Waterloo_IA,1982425,19013002604,19013,948.0,0,0.0,19.7,,,
1982425-19013003002,IA,Waterloo,Waterloo_IA,1982425,19013003002,19013,948.0,0,0.0,19.7,,,
2036000-20209040300,KS,Kansas City,Kansas City_KS,2036000,20209040300,20209,1000.0,0,0.0,32.1,0.0,1.0,0.071
2036000-20209040800,KS,Kansas City,Kansas City_KS,2036000,20209040800,20209,1000.0,0,0.0,32.1,0.0,1.0,0.071
2036000-20209041800,KS,Kansas City,Kansas City_KS,2036000,20209041800,20209,1000.0,0,0.0,32.1,0.0,1.0,0.071
2036000-20209042501,KS,Kansas City,Kansas City_KS,2036000,20209042501,20209,1000.0,0,0.0,32.1,0.0,1.0,0.071
2036000-20209043000,KS,Kansas City,Kansas City_KS,2036000,20209043000,20209,1000.0,0,0.0,32.1,0.0,1.0,0.071
2036000-20209044004,KS,Kansas City,Kansas City_KS,2036000,20209044004,20209,1000.0,0,0.0,32.1,0.0,1.0,0.071
2038900-20045001500,KS,Lawrence,Lawrence_KS,2038900,20045001500,20045,995.0,0,0.0,25.9,0.0,0.0,0.066
2052575-20091053801,KS,Olathe,Olathe_KS,2052575,20091053801,20091,986.0,0,0.0,21.7,,,
2053775-20091051700,KS,Overland Park,Overland Park_KS,2053775,20091051700,20091,986.0,0,0.0,21.7,,,
2053775-20091052201,KS,Overland Park,Overland Park_KS,2053775,20091052201,20091,986.0,0,0.0,21.7,,,
2071000-20177003301,KS,Topeka,Topeka_KS,2071000,20177003301,20177,995.0,0,0.0,25.9,0.0,0.0,0.066
2071000-20177003400,KS,Topeka,Topeka_KS,2071000,20177003400,20177,995.0,0,0.0,25.9,0.0,0.0,0.066
2071000-20177003901,KS,Topeka,Topeka_KS,2071000,20177003901,20177,995.0,0,0.0,25.9,0.0,0.0,0.066
2079000-20173006600,KS,Wichita,Wichita_KS,2079000,20173006600,20173,991.0,0,0.0,20.9,,,
2079000-20173010111,KS,Wichita,Wichita_KS,2079000,20173010111,20173,994.0,0,0.0,20.0,,,
2079000-20173010116,KS,Wichita,Wichita_KS,2079000,20173010116,20173,994.0,0,0.0,20.0,,,
2146027-21067003916,KY,Lexington,Lexington_KY,2146027,21067003916,21067,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010001,KY,Louisville,Louisville_KY,2148006,21111010001,21111,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010004,KY,Louisville,Louisville_KY,2148006,21111010004,21111,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010005,KY,Louisville,Louisville_KY,2148006,21111010005,21111,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010006,KY,Louisville,Louisville_KY,2148006,21111010006,21111,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010007,KY,Louisville,Louisville_KY,2148006,21111010007,21111,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010008,KY,Louisville,Louisville_KY,2148006,21111010008,21111,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010312,KY,Louisville,Louisville_KY,2148006,21111010312,21111,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010601,KY,Louisville,Louisville_KY,2148006,21111010601,21111,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010701,KY,Louisville,Louisville_KY,2148006,21111010701,21111,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010705,KY,Louisville,Louisville_KY,2148006,21111010705,21111,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111011112,KY,Louisville,Louisville_KY,2148006,21111011112,21111,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111011403,KY,Louisville,Louisville_KY,2148006,21111011403,21111,1021.0,0,0.0,24.4,,,
2148006-21111012802,KY,Louisville,Louisville_KY,2148006,21111012802,21111,1018.0,0,0.0,23.5,,,
2205000-22033003201,LA,Baton Rouge,Baton Rouge_LA,2205000,22033003201,22033,1048.0,0,0.0,30.7,0.0,4.0,0.078
2205000-22033003507,LA,Baton Rouge,Baton Rouge_LA,2205000,22033003507,22033,1048.0,0,0.0,30.7,0.0,4.0,0.078
2205000-22033004011,LA,Baton Rouge,Baton Rouge_LA,2205000,22033004011,22033,1048.0,0,0.0,30.7,0.0,4.0,0.078
2240735-22055001402,LA,Lafayette,Lafayette_LA,2240735,22055001402,22055,1057.0,0,0.0,28.5,0.0,1.0,0.072
2240735-22055001411,LA,Lafayette,Lafayette_LA,2240735,22055001411,22055,1057.0,0,0.0,28.5,0.0,1.0,0.072
2240735-22055001903,LA,Lafayette,Lafayette_LA,2240735,22055001903,22055,1057.0,0,0.0,28.5,0.0,1.0,0.072
2240735-22055001905,LA,Lafayette,Lafayette_LA,2240735,22055001905,22055,1057.0,0,0.0,28.5,0.0,1.0,0.072
2241155-22019001700,LA,Lake Charles,Lake Charles_LA,2241155,22019001700,22019,1057.0,0,0.0,28.5,0.0,1.0,0.072
2255000-22071000601,LA,New Orleans,New Orleans_LA,2255000,22071000601,22071,1061.0,0,0.0,24.5,,,
2255000-22071000701,LA,New Orleans,New Orleans_LA,2255000,22071000701,22071,1061.0,0,0.0,24.5,,,
2255000-22071000901,LA,New Orleans,New Orleans_LA,2255000,22071000901,22071,1061.0,0,0.0,24.5,,,
2255000-22071000902,LA,New Orleans,New Orleans_LA,2255000,22071000902,22071,1061.0,0,0.0,24.5,,,
2255000-22071000903,LA,New Orleans,New Orleans_LA,2255000,22071000903,22071,1061.0,0,0.0,24.5,,,
2255000-22071000904,LA,New Orleans,New Orleans_LA,2255000,22071000904,22071,1061.0,0,0.0,24.5,,,
2255000-22071001500,LA,New Orleans,New Orleans_LA,2255000,22071001500,22071,1061.0,0,0.0,24.5,,,
2255000-22071001730,LA,New Orleans,New Orleans_LA,2255000,22071001730,22071,1061.0,0,0.0,24.5,,,
2255000-22071001734,LA,New Orleans,New Orleans_LA,2255000,22071001734,22071,1061.0,0,0.0,24.5,,,
2255000-22071001751,LA,New Orleans,New Orleans_LA,2255000,22071001751,22071,1061.0,0,0.0,24.5,,,
2255000-22071002100,LA,New Orleans,New Orleans_LA,2255000,22071002100,22071,1061.0,0,0.0,24.5,,,
2255000-22071006900,LA,New Orleans,New Orleans_LA,2255000,22071006900,22071,1061.0,0,0.0,24.5,,,
2255000-22071008600,LA,New Orleans,New Orleans_LA,2255000,22071008600,22071,1061.0,0,0.0,24.5,,,
2255000-22071013600,LA,New Orleans,New Orleans_LA,2255000,22071013600,22071,1061.0,0,0.0,24.5,,,
2255000-22071013800,LA,New Orleans,New Orleans_LA,2255000,22071013800,22071,1061.0,0,0.0,24.5,,,
2255000-22071014300,LA,New Orleans,New Orleans_LA,2255000,22071014300,22071,1061.0,0,0.0,24.5,,,
2270000-22015010400,LA,Shreveport,Shreveport_LA,2270000,22015010400,22015,1042.0,0,0.0,18.5,,,
2270000-22015010801,LA,Shreveport,Shreveport_LA,2270000,22015010801,22015,1042.0,0,0.0,18.5,,,
2270000-22017020600,LA,Shreveport,Shreveport_LA,2270000,22017020600,22017,1042.0,0,0.0,18.5,,,
2270000-22017024102,LA,Shreveport,Shreveport_LA,2270000,22017024102,22017,1042.0,0,0.0,18.5,,,
2270000-22017024304,LA,Shreveport,Shreveport_LA,2270000,22017024304,22017,1042.0,0,0.0,18.5,,,
2270000-22017024503,LA,Shreveport,Shreveport_LA,2270000,22017024503,22017,1042.0,0,0.0,18.5,,,
2270000-22017025406,LA,Shreveport,Shreveport_LA,2270000,22017025406,22017,1042.0,0,0.0,18.5,,,
2404000-24510040200,MD,Baltimore,Baltimore_MD,2404000,24510040200,24510,1145.0,0,1.0,38.4,,,
2404000-24510130805,MD,Baltimore,Baltimore_MD,2404000,24510130805,24510,1144.0,0,0.0,22.4,,,
2404000-24510180200,MD,Baltimore,Baltimore_MD,2404000,24510180200,24510,1145.0,0,1.0,38.4,,,
2404000-24510260303,MD,Baltimore,Baltimore_MD,2404000,24510260303,24510,1145.0,0,1.0,38.4,,,
