StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_TractID,Population2010,Insurance,HighBloodPressure,Cancer,Asthma,HeartDisease,AnnualCheckUps,Smokes,MentalHealthIssues,Latitude,Longitude,newFIPS,CountyFIPS
PA,Pittsburgh,4261000,42003120800,4261000-42003120800,859.0,16.8,53.8,8.2,12.9,13.3,80.7,29.4,17.8,40.460379712,-79.9131387086,42003,42003
PA,Pittsburgh,4261000,42003141000,4261000-42003141000,928.0,4.5,25.0,7.2,8.1,4.3,71.2,11.7,8.8,40.4328898208,-79.8976171292,42003,42003
PA,Pittsburgh,4261000,42003241200,4261000-42003241200,884.0,11.9,34.3,6.7,10.5,7.7,70.3,29.0,16.4,40.4685554262,-79.9892133272,42003,42003
PA,Pittsburgh,4261000,42003250700,4261000-42003250700,761.0,14.8,41.3,5.1,13.2,7.8,76.1,30.5,19.9,40.4599420824,-80.0218658343,42003,42003
PA,Pittsburgh,4261000,42003310300,4261000-42003310300,990.0,8.1,31.7,7.9,9.5,6.6,72.6,19.8,12.1,40.3879203774,-79.9225535388,42003,42003
PA,Pittsburgh,4261000,42003561700,4261000-42003561700,718.0,13.3,39.5,6.2,11.9,8.6,72.8,31.8,19.0,40.4093197439,-79.973980001,42003,42003
PA,Pittsburgh,4261000,42003980000,4261000-42003980000,540.0,6.7,25.6,6.1,8.5,4.8,69.6,16.8,11.2,40.4882540328,-79.8924052803,42003,42003
PA,Pittsburgh,4261000,42003981800,4261000-42003981800,461.0,12.1,45.8,10.1,9.2,17.9,78.1,16.3,13.5,40.4803825911,-79.8972205116,42003,42003
SC,Charleston,4513330,45015020405,4513330-45015020405,140.0,18.0,26.8,4.8,10.2,4.3,59.5,23.9,17.5,32.9518409036,-79.822032409,45015,45015
SC,Charleston,4513330,45019002103,4513330-45019002103,98.0,12.1,37.1,8.2,9.3,6.7,70.5,15.4,12.8,32.7128226901,-80.0121598077,45019,45019
SC,Charleston,4513330,45019004400,4513330-45019004400,953.0,23.4,53.1,7.0,12.2,10.4,74.9,25.8,18.7,32.8245756473,-79.9603229665,45019,45019
SC,Columbia,4516000,45063020510,4516000-45063020510,151.0,15.2,31.5,4.2,9.5,3.1,67.5,18.5,13.8,34.0280054509,-81.1085468177,45063,45063
SC,Columbia,4516000,45063021112,4516000-45063021112,399.0,12.3,25.2,4.0,9.0,2.9,64.7,14.6,12.8,34.0766515407,-81.1599978861,45063,45063
SC,Columbia,4516000,45079002604,4516000-45079002604,974.0,22.1,36.4,4.0,10.9,5.1,68.5,23.0,17.8,33.9792815139,-80.9801269873,45079,45079
SC,Columbia,4516000,45079010407,4516000-45079010407,254.0,20.4,29.8,2.4,12.3,1.8,70.8,22.5,17.6,34.0507145261,-81.0834835323,45079,45079
SC,Columbia,4516000,45079010409,4516000-45079010409,851.0,19.6,32.3,3.2,11.4,3.5,69.2,21.7,17.1,34.0595613152,-81.1077684044,45079,45079
SC,Columbia,4516000,45079010412,4516000-45079010412,108.0,15.0,38.9,8.0,9.4,7.2,71.0,16.9,13.4,34.0393494269,-81.0747218208,45079,45079
SC,Columbia,4516000,45079010501,4516000-45079010501,581.0,15.0,12.9,1.4,10.1,1.1,57.2,16.5,18.0,34.0717534833,-81.0747823419,45079,45079
SC,Columbia,4516000,45079010502,4516000-45079010502,267.0,22.3,39.5,3.3,13.2,4.2,73.0,24.7,20.1,34.0280954511,-81.0646528872,45079,45079
SC,Columbia,4516000,45079010804,4516000-45079010804,472.0,21.3,59.1,8.7,11.5,11.0,81.0,19.5,14.3,34.0531614795,-80.9977771032,45079,45079
SC,Columbia,4516000,45079010806,4516000-45079010806,555.0,32.5,55.0,4.8,11.7,12.3,68.0,41.3,25.0,34.0863737449,-80.9840993264,45079,45079
SC,Columbia,4516000,45079011201,4516000-45079011201,651.0,6.7,31.1,8.4,7.7,5.0,70.1,8.8,8.8,34.0109038978,-80.9753231612,45079,45079
SC,Columbia,4516000,45079011202,4516000-45079011202,285.0,8.7,41.3,10.7,8.3,7.9,74.2,11.1,10.0,34.0281924712,-80.9907730493,45079,45079
SC,Columbia,4516000,45079011301,4516000-45079011301,52.0,10.0,27.5,5.2,9.3,3.0,68.3,12.4,11.4,34.0273835123,-80.9452436002,45079,45079
SC,Columbia,4516000,45079011305,4516000-45079011305,94.0,22.4,39.1,4.2,12.1,4.8,71.3,25.3,18.7,34.0570087079,-80.9168116689,45079,45079
SC,Columbia,4516000,45079011412,4516000-45079011412,441.0,18.7,30.3,3.3,10.5,2.9,68.0,20.2,15.0,34.076876195,-80.8910984791,45079,45079
SC,Columbia,4516000,45079011414,4516000-45079011414,460.0,16.3,26.6,3.8,9.6,3.2,66.6,16.6,13.7,34.1040296066,-80.8459578892,45079,45079
SC,Columbia,4516000,45079011606,4516000-45079011606,459.0,15.8,26.7,2.7,10.8,2.0,69.8,17.0,14.3,33.9791102674,-80.9009307236,45079,45079
SC,Columbia,4516000,45079011701,4516000-45079011701,307.0,18.2,22.0,2.4,10.5,3.7,57.2,22.8,22.7,33.9677689797,-81.0085900016,45079,45079
SC,Columbia,4516000,45079011901,4516000-45079011901,297.0,18.6,30.9,3.1,10.6,2.8,68.5,20.5,15.3,33.9821531863,-80.880415431,45079,45079
SC,North Charleston,4550875,45019003200,4550875-45019003200,871.0,16.3,13.5,1.4,8.8,1.1,55.8,17.5,16.1,32.8988947328,-80.0496713971,45019,45019
SC,North Charleston,4550875,45019005400,4550875-45019005400,685.0,24.3,55.8,6.5,12.5,10.5,77.0,26.2,19.2,32.8394354555,-79.9535092043,45019,45019
SC,Rock Hill,4561405,45091060906,4561405-45091060906,601.0,13.5,28.6,4.6,9.2,3.3,65.7,16.6,12.8,34.9937251679,-81.0578486269,45091,45091
SC,Rock Hill,4561405,45091061302,4561405-45091061302,954.0,16.4,28.8,3.9,9.9,3.0,65.3,19.8,14.4,34.8797912286,-81.0624457665,45091,45091
SC,Rock Hill,4561405,45091061403,4561405-45091061403,533.0,13.9,38.6,7.3,9.5,6.1,69.3,18.8,13.4,34.944938743,-81.1088640994,45091,45091
SD,Rapid City,4652980,46103010903,4652980-46103010903,690.0,12.7,21.3,3.7,8.7,2.8,59.0,20.4,11.6,44.0839815546,-103.143263722,46103,46103
SD,Sioux Falls,4659020,46099010401,4659020-46099010401,170.0,8.7,23.0,5.5,7.5,3.9,64.2,15.9,9.0,43.5177006559,-96.6316313354,46099,46099
SD,Sioux Falls,4659020,46099010404,4659020-46099010404,573.0,12.0,21.5,4.7,8.2,3.7,62.9,18.6,10.8,43.5888396575,-96.6814471719,46099,46099
SD,Sioux Falls,4659020,46099010406,4659020-46099010406,616.0,10.0,17.2,4.0,8.0,2.4,60.9,16.6,9.9,43.5266637062,-96.8350098194,46099,46099
TN,Chattanooga,4714000,47065010413,4714000-47065010413,461.0,10.9,35.9,7.3,9.5,5.9,75.4,17.4,11.8,35.149607985,-85.1904084131,47065,47065
TN,Chattanooga,4714000,47065010434,4714000-47065010434,130.0,14.4,39.4,7.9,10.3,8.5,74.1,22.3,14.9,35.1594039257,-85.2857938793,47065,47065
TN,Chattanooga,4714000,47065010902,4714000-47065010902,626.0,16.7,37.6,7.0,10.2,7.7,72.1,24.6,15.8,35.1008608909,-85.342658548,47065,47065
TN,Chattanooga,4714000,47065011700,4714000-47065011700,50.0,17.1,34.4,5.9,9.9,6.5,68.9,27.9,15.9,35.011035316,-85.2450325056,47065,47065
TN,Knoxville,4740000,47093004606,4740000-47093004606,51.0,7.3,55.4,18.9,9.6,11.2,87.8,8.5,7.9,35.9450096975,-84.0729070733,47093,47093
TN,Knoxville,4740000,47093004610,4740000-47093004610,452.0,17.2,38.3,8.7,9.2,9.1,70.9,20.1,13.2,35.924037585,-84.0791856941,47093,47093
TN,Knoxville,4740000,47093005202,4740000-47093005202,127.0,18.9,32.3,5.4,10.8,5.3,66.7,28.8,17.0,36.0243206662,-83.8422307627,47093,47093
TN,Knoxville,4740000,47093005301,4740000-47093005301,175.0,15.4,28.3,5.2,10.6,4.6,68.0,22.5,15.3,36.0152781921,-83.7973137996,47093,47093
TN,Knoxville,4740000,47093005401,4740000-47093005401,83.0,20.8,26.8,3.7,9.9,3.7,63.6,27.6,16.5,35.9807423696,-83.8233229706,47093,47093
TN,Knoxville,4740000,47093005603,4740000-47093005603,439.0,14.2,35.1,8.3,9.4,7.2,70.7,19.7,12.8,35.91287871,-83.8629611522,47093,47093
TN,Knoxville,4740000,47093005604,4740000-47093005604,226.0,11.3,50.2,14.3,9.6,12.3,80.7,14.5,11.0,35.885926764,-83.9575566983,47093,47093
TN,Knoxville,4740000,47093005701,4740000-47093005701,649.0,10.4,24.1,5.6,8.9,3.7,66.5,14.8,11.1,35.8817099819,-83.9988355883,47093,47093
TN,Knoxville,4740000,47093005704,4740000-47093005704,877.0,12.6,19.9,3.7,9.4,2.5,64.0,17.0,12.7,35.9183469395,-84.0742707034,47093,47093
TN,Knoxville,4740000,47093005709,4740000-47093005709,53.0,9.1,29.4,6.4,9.1,4.1,70.2,16.2,11.0,35.86139382,-84.0801585598,47093,47093
TN,Knoxville,4740000,47093005712,4740000-47093005712,293.0,8.7,48.5,17.2,7.5,11.3,83.3,7.1,6.5,35.8941805813,-84.0335779013,47093,47093
TN,Knoxville,4740000,47093005807,4740000-47093005807,259.0,10.4,29.7,6.3,9.2,4.5,69.0,17.1,11.6,35.8932992399,-84.1172044713,47093,47093
TN,Knoxville,4740000,47093006104,4740000-47093006104,81.0,14.9,32.1,7.3,9.8,6.7,68.7,20.7,14.1,36.020900967,-84.0087186256,47093,47093
TN,Knoxville,4740000,47093006207,4740000-47093006207,388.0,15.3,33.7,8.3,10.1,7.2,69.9,20.8,14.2,36.0398984468,-83.9960946317,47093,47093
TN,Memphis,4748000,47157004500,4748000-47157004500,956.0,27.6,43.4,4.0,14.1,6.1,74.5,32.8,21.9,35.1285876076,-90.0394477489,47157,47157
TN,Memphis,4748000,47157020622,4748000-47157020622,895.0,19.0,29.6,5.1,9.9,4.7,69.5,19.6,13.4,35.184969891,-89.8624968007,47157,47157
TN,Memphis,4748000,47157021139,4748000-47157021139,126.0,9.1,54.1,21.1,7.6,13.3,88.0,5.2,5.9,35.1172289001,-89.7727405564,47157,47157
TN,Memphis,4748000,47157980100,4748000-47157980100,63.0,34.7,39.7,2.8,12.0,7.1,61.8,46.1,26.6,35.0534030584,-89.9712369407,47157,47157
TN,Memphis,4748000,47157980400,4748000-47157980400,293.0,24.9,25.2,3.0,15.7,2.2,70.8,28.9,21.1,35.1360470308,-89.8330412203,47157,47157
TN,Murfreesboro,4751560,47149040302,4751560-47149040302,148.0,18.0,30.7,5.6,9.6,4.3,67.7,22.8,13.7,35.9040426065,-86.4789099983,47149,47149
TN,Murfreesboro,4751560,47149040702,4751560-47149040702,149.0,15.5,26.6,4.1,10.1,3.3,65.2,24.3,14.6,35.7718761051,-86.3946192363,47149,47149
TN,Murfreesboro,4751560,47149040901,4751560-47149040901,651.0,16.3,27.4,4.7,9.3,4.0,66.4,20.6,13.3,35.8689102488,-86.4312277002,47149,47149
TN,Nashville,4752006,47037016000,4752006-47037016000,874.0,25.5,49.2,5.2,12.5,8.2,77.7,28.4,18.2,36.1454955363,-86.7638145949,47037,47037
TN,Nashville,4752006,47037017200,4752006-47037017200,888.0,22.1,36.5,6.4,10.3,7.7,69.8,23.9,16.2,36.124158094,-86.7550707151,47037,47037
TN,Nashville,4752006,47037017701,4752006-47037017701,636.0,8.6,26.3,6.6,8.7,4.1,70.9,12.0,9.8,36.0971117892,-86.7878147099,47037,47037
TN,Nashville,4752006,47037018601,4752006-47037018601,808.0,7.0,33.9,8.5,8.3,5.5,75.3,10.1,8.6,36.0609096698,-86.8696928139,47037,47037
TN,Nashville,4752006,47037018602,4752006-47037018602,824.0,7.5,33.6,9.1,8.1,5.8,75.4,10.0,8.3,36.0707379004,-86.8228348529,47037,47037
TN,Nashville,4752006,47037018700,4752006-47037018700,565.0,7.3,33.3,8.6,8.2,5.5,75.3,10.3,8.5,36.0524304194,-86.8041894006,47037,47037
TX,Abilene,4801000,48253020101,4801000-48253020101,745.0,15.9,37.7,8.2,8.5,7.3,69.3,17.6,12.4,32.5736528157,-99.6920921627,48253,48253
TX,Abilene,4801000,48441012100,4801000-48441012100,468.0,34.9,50.2,6.3,11.3,13.3,65.1,39.5,25.8,32.419540983,-99.7167529229,48441,48441
TX,Abilene,4801000,48441013000,4801000-48441013000,623.0,22.9,10.6,0.7,7.7,0.8,55.4,14.8,15.0,32.4232077287,-99.8417031226,48441,48441
TX,Abilene,4801000,48441013200,4801000-48441013200,223.0,24.4,34.5,6.5,9.0,6.6,65.9,21.6,15.2,32.4867623451,-99.7839766575,48441,48441
TX,Amarillo,4803000,48375013400,4803000-48375013400,58.0,18.0,26.3,5.0,8.5,3.8,63.0,17.6,13.1,35.257043094,-101.859639041,48375,48375
TX,Arlington,4804000,48439111545,4804000-48439111545,558.0,14.2,27.0,5.1,8.4,3.8,66.1,12.8,11.2,32.6988732451,-97.1659728561,48439,48439
TX,Arlington,4804000,48439113002,4804000-48439113002,95.0,26.2,55.2,12.1,8.8,14.9,78.4,15.3,11.8,32.7513135029,-97.052050622,48439,48439
TX,Austin,4805000,48453001606,4805000-48453001606,383.0,31.5,44.5,6.8,10.9,11.8,66.6,30.9,20.5,30.3056734899,-97.7608257681,48453,48453
TX,Austin,4805000,48453001742,4805000-48453001742,184.0,13.9,30.0,6.9,8.3,6.1,66.2,15.6,11.7,30.3610509528,-97.9204696959,48453,48453
TX,Austin,4805000,48453001783,4805000-48453001783,421.0,8.8,28.8,8.2,7.8,5.1,69.2,10.1,9.0,30.344379193,-97.869486999,48453,48453
TX,Austin,4805000,48453001784,4805000-48453001784,122.0,11.9,17.0,3.5,6.1,2.0,62.9,8.8,7.5,30.3275165765,-97.9043520204,48453,48453
TX,Austin,4805000,48453001919,4805000-48453001919,420.0,8.0,25.4,7.3,7.3,4.2,68.4,8.0,7.9,30.2734714063,-97.8018505029,48453,48453
TX,Austin,4805000,48453002212,4805000-48453002212,331.0,28.6,25.5,3.8,9.0,3.9,63.3,17.8,14.2,30.3101329564,-97.5916015422,48453,48453
TX,Austin,4805000,48453002319,4805000-48453002319,179.0,42.5,39.6,3.3,10.6,9.9,58.5,40.7,25.4,30.2025405525,-97.6405995997,48453,48453
TX,Austin,4805000,48453002429,4805000-48453002429,524.0,24.2,15.7,2.4,9.4,2.2,56.1,17.9,16.2,30.1675109092,-97.7735753064,48453,48453
TX,Austin,4805000,48453002432,4805000-48453002432,152.0,37.9,30.9,4.9,8.6,6.9,62.3,20.4,15.6,30.1808372579,-97.7014760529,48453,48453
TX,Austin,4805000,48491020411,4805000-48491020411,157.0,12.8,27.9,5.9,7.5,4.3,66.3,13.3,10.5,30.4621936429,-97.7379195721,48491,48491
TX,Baytown,4806128,48201253400,4806128-48201253400,724.0,35.4,41.5,9.6,8.2,11.1,72.7,16.5,13.3,29.7633124925,-95.0225706983,48201,48201
TX,Beaumont,4807000,48245011201,4807000-48245011201,938.0,25.1,28.3,2.3,8.1,2.5,64.3,21.1,13.1,30.0146398821,-94.0516167628,48245,48245
TX,Beaumont,4807000,48245011400,4807000-48245011400,253.0,21.5,37.9,5.0,9.3,4.8,70.4,19.6,13.5,30.0836022638,-94.2129495027,48245,48245
TX,Brownsville,4810768,48061012200,4810768-48061012200,85.0,45.9,25.6,3.1,7.9,4.3,60.7,15.9,15.9,26.111170443,-97.5539353301,48061,48061
TX,Brownsville,4810768,48061012505,4810768-48061012505,231.0,48.4,34.5,4.2,8.9,7.3,63.1,19.9,18.1,26.0547885945,-97.6082485443,48061,48061
TX,Brownsville,4810768,48061012506,4810768-48061012506,127.0,31.4,30.3,5.6,6.6,5.9,67.7,8.9,9.9,26.0438798956,-97.5496688623,48061,48061
TX,Brownsville,4810768,48061012609,4810768-48061012609,681.0,52.0,32.1,3.5,9.0,6.8,61.6,20.9,19.7,25.9764482354,-97.4851181951,48061,48061
TX,Brownsville,4810768,48061013206,4810768-48061013206,984.0,52.9,35.8,3.9,9.0,7.9,62.4,21.6,20.0,25.9211020815,-97.4277048378,48061,48061
TX,Brownsville,4810768,48061013207,4810768-48061013207,63.0,46.6,44.3,6.4,8.8,11.5,67.8,19.5,17.2,25.9264081002,-97.4194884201,48061,48061
TX,Carrollton,4813024,48113014002,4813024-48113014002,175.0,10.1,39.5,9.9,7.7,7.1,74.6,10.6,8.7,32.9510793916,-96.9260037842,48113,48113
TX,Carrollton,4813024,48121021627,4813024-48121021627,183.0,10.4,28.3,5.9,7.5,3.8,68.1,11.4,9.5,33.0391134577,-96.8566407271,48121,48121
TX,Carrollton,4813024,48121021637,4813024-48121021637,412.0,22.8,31.7,4.9,8.8,4.9,65.8,18.8,14.2,32.9887583453,-96.8612122671,48121,48121
TX,Carrollton,4813024,48121021638,4813024-48121021638,368.0,19.9,29.7,5.1,8.1,4.2,66.7,15.6,12.2,32.9888518525,-96.8712958082,48121,48121
TX,College Station,4815976,48041000202,4815976-48041000202,79.0,26.1,23.3,4.4,9.0,4.6,65.2,20.2,16.0,30.6123293919,-96.3685181368,48041,48041
TX,College Station,4815976,48041002010,4815976-48041002010,296.0,11.7,28.6,7.1,7.7,5.1,73.1,12.0,9.9,30.5449970652,-96.2398914641,48041,48041
TX,College Station,4815976,48041002011,4815976-48041002011,468.0,15.0,17.1,3.7,8.4,2.3,66.0,14.0,12.0,30.5324639692,-96.2861900281,48041,48041
TX,College Station,4815976,48041002014,4815976-48041002014,896.0,20.2,10.1,1.0,10.4,1.0,63.0,14.2,20.0,30.5770506343,-96.358972719,48041,48041
TX,Corpus Christi,4817000,48355002900,4817000-48355002900,798.0,20.1,16.8,2.0,8.1,1.4,59.8,17.0,13.4,27.6896939482,-97.2704300156,48355,48355
TX,Corpus Christi,4817000,48355005802,4817000-48355005802,496.0,23.6,41.7,9.6,7.9,9.1,73.3,14.9,11.7,27.8523602346,-97.6482044867,48355,48355
TX,Dallas,4819000,48085031804,4819000-48085031804,467.0,11.5,63.9,21.3,6.5,19.6,87.7,4.5,5.8,32.993053644,-96.7620194524,48085,48085
TX,Dallas,4819000,48113001701,4819000-48113001701,75.0,9.3,35.0,7.7,7.0,5.6,70.2,9.9,8.2,32.7899076137,-96.7951593558,48113,48113
TX,Dallas,4819000,48113007826,4819000-48113007826,350.0,22.5,28.9,3.9,9.3,3.4,67.2,15.5,12.9,32.8712503418,-96.7341869104,48113,48113
TX,Dallas,4819000,48113013104,4819000-48113013104,887.0,11.5,28.5,7.8,7.4,4.5,68.6,9.3,8.4,32.8834356356,-96.7738863706,48113,48113
TX,Dallas,4819000,48113015900,4819000-48113015900,912.0,38.9,28.6,2.7,10.8,3.3,63.0,24.8,19.1,32.7326777319,-96.9674904577,48113,48113
TX,Dallas,4819000,48113016301,4819000-48113016301,565.0,33.4,24.8,2.8,8.9,2.8,62.3,19.5,14.6,32.7159767444,-96.9735946187,48113,48113
TX,Dallas,4819000,48113016703,4819000-48113016703,321.0,27.2,46.7,6.4,10.0,8.2,74.2,18.5,13.8,32.6390195952,-96.7537713513,48113,48113
TX,Dallas,4819000,48113017003,4819000-48113017003,813.0,42.9,24.9,2.9,9.0,3.7,58.7,21.8,17.5,32.69478844,-96.564588646,48113,48113
TX,Dallas,4819000,48113017900,4819000-48113017900,116.0,35.5,36.4,5.9,9.6,8.0,64.8,22.7,17.5,32.8234547615,-96.6592309862,48113,48113
TX,Dallas,4819000,48113018001,4819000-48113018001,112.0,33.8,39.4,7.9,8.5,9.2,68.3,17.8,13.7,32.8367578646,-96.6538077891,48113,48113
TX,Dallas,4819000,48113019900,4819000-48113019900,76.0,44.4,28.7,3.4,8.5,5.2,60.9,19.6,16.5,32.7311314698,-96.890129793,48113,48113
TX,Dallas,4819000,48121021632,4819000-48121021632,376.0,16.6,31.0,3.9,8.6,3.2,69.5,13.7,10.8,33.0111362988,-96.8460620434,48121,48121
TX,Denton,4819972,48121020205,4819972-48121020205,107.0,18.6,38.2,7.9,8.6,8.0,68.5,18.2,13.3,33.3166288237,-97.081352416,48121,48121
TX,Denton,4819972,48121020506,4819972-48121020506,499.0,16.3,30.0,6.3,8.4,4.6,66.9,15.2,11.6,33.2611654312,-97.0755741029,48121,48121
TX,Denton,4819972,48121021409,4819972-48121021409,228.0,14.7,29.1,5.8,8.8,4.1,66.7,15.0,12.2,33.1669922819,-97.0856118196,48121,48121
TX,Edinburg,4822660,48215023511,4822660-48215023511,438.0,49.3,38.2,5.6,8.7,9.4,64.6,20.5,17.8,26.3817067745,-98.1412350862,48215,48215
TX,El Paso,4824000,48141001203,4824000-48141001203,968.0,44.1,36.1,5.3,8.1,8.4,66.0,17.2,15.6,31.8234085834,-106.562262008,48141,48141
TX,El Paso,4824000,48141001700,4824000-48141001700,698.0,48.0,46.4,6.5,8.9,14.5,68.0,22.1,18.2,31.7595552971,-106.487422789,48141,48141
TX,Fort Worth,4827000,48439105006,4827000-48439105006,870.0,41.0,35.3,4.5,10.0,6.8,63.7,24.1,18.4,32.821953316,-97.3130698635,48439,48439
TX,Fort Worth,4827000,48439110401,4827000-48439110401,126.0,21.0,49.7,10.6,8.6,12.2,73.8,18.0,12.1,32.8166633547,-97.444990492,48439,48439
TX,Fort Worth,4827000,48439110500,4827000-48439110500,463.0,29.0,31.9,4.8,9.4,5.9,63.9,20.8,16.3,32.7696242502,-97.408629255,48439,48439
TX,Fort Worth,4827000,48439111008,4827000-48439111008,229.0,20.7,28.4,4.0,9.9,3.3,65.2,20.2,14.6,32.5979134191,-97.382278749,48439,48439
TX,Fort Worth,4827000,48439111016,4827000-48439111016,507.0,21.4,23.4,3.3,8.5,2.4,63.7,16.2,12.4,32.5740654798,-97.3258430893,48439,48439
TX,Fort Worth,4827000,48439111301,4827000-48439111301,147.0,15.9,37.5,8.8,8.6,7.6,70.4,14.9,12.0,32.580620161,-97.2371956086,48439,48439
TX,Frisco,4827684,48085030524,4827684-48085030524,211.0,13.0,32.3,7.0,7.8,5.1,68.0,13.5,10.5,33.2147714451,-96.754282408,48085,48085
TX,Frisco,4827684,48121021522,4827684-48121021522,723.0,12.0,20.7,3.7,7.1,2.1,64.4,10.3,8.9,33.1141388554,-96.8802176538,48121,48121
TX,Garland,4829000,48085032011,4829000-48085032011,237.0,12.7,28.2,5.5,6.6,3.9,67.3,11.1,8.6,32.9848421746,-96.635270179,48085,48085
TX,Garland,4829000,48113017808,4829000-48113017808,234.0,23.4,19.5,2.3,9.1,1.8,62.9,14.6,13.3,32.8363080593,-96.6007752037,48113,48113
TX,Garland,4829000,48113018130,4829000-48113018130,139.0,28.1,28.7,4.5,8.8,4.2,64.4,17.5,14.2,32.8464820334,-96.624706577,48113,48113
TX,Garland,4829000,48113018403,4829000-48113018403,920.0,32.4,31.3,4.1,10.2,4.5,65.0,21.6,16.9,32.8611264587,-96.6507495306,48113,48113
TX,Garland,4829000,48113018802,4829000-48113018802,835.0,26.5,31.4,5.2,9.1,5.6,64.7,19.2,15.0,32.9128806478,-96.6406150288,48113,48113
TX,Grand Prairie,4830464,48113016523,4830464-48113016523,455.0,14.8,34.8,6.0,8.8,4.6,72.1,13.3,10.5,32.5640624716,-97.0251321317,48113,48113
TX,Grand Prairie,4830464,48439113116,4830464-48439113116,218.0,21.9,24.2,2.4,9.6,2.0,65.2,16.8,14.0,32.7814413188,-97.0616151201,48439,48439
TX,Houston,4835000,48157672400,4835000-48157672400,146.0,21.6,35.3,3.8,8.8,4.4,71.3,16.8,12.6,29.6711862248,-95.6288397816,48157,48157
TX,Houston,4835000,48157672900,4835000-48157672900,825.0,18.2,24.5,3.8,7.5,2.8,66.0,12.8,10.3,29.6951654586,-95.7600559622,48157,48157
TX,Houston,4835000,48157673002,4835000-48157673002,480.0,15.4,25.9,4.5,7.6,3.3,65.4,14.3,10.9,29.7174779612,-95.719424561,48157,48157
TX,Houston,4835000,48157673003,4835000-48157673003,61.0,11.8,20.8,3.9,6.6,2.2,66.2,9.7,8.3,29.706037966,-95.7653349121,48157,48157
TX,Houston,4835000,48157673102,4835000-48157673102,515.0,13.8,24.9,5.2,7.3,3.3,66.6,11.2,9.6,29.7225310521,-95.7749127834,48157,48157
TX,Houston,4835000,48201222300,4835000-48201222300,119.0,50.0,23.5,3.0,8.0,4.0,60.4,20.6,16.5,29.8935463611,-95.3434651277,48201,48201
TX,Houston,4835000,48201222401,4835000-48201222401,391.0,50.3,28.7,3.7,8.6,5.8,62.2,23.5,18.8,29.9066910413,-95.4104977915,48201,48201
TX,Houston,4835000,48201231700,4835000-48201231700,113.0,43.1,38.4,5.0,9.7,8.5,68.2,24.7,18.4,29.8645851088,-95.3260065708,48201,48201
TX,Houston,4835000,48201232403,4835000-48201232403,600.0,42.5,24.8,2.6,8.4,3.4,62.5,20.6,16.2,29.8147227543,-95.2057070219,48201,48201
TX,Houston,4835000,48201232900,4835000-48201232900,929.0,29.8,28.4,3.1,9.4,3.2,69.4,18.7,14.6,29.8006720887,-95.1886492236,48201,48201
TX,Houston,4835000,48201233101,4835000-48201233101,271.0,45.3,34.2,5.4,8.2,8.0,65.6,20.8,16.6,29.7885436466,-95.1852015173,48201,48201
TX,Houston,4835000,48201233103,4835000-48201233103,239.0,50.6,32.2,4.1,8.9,7.5,63.1,24.7,19.7,29.7739533682,-95.17951549,48201,48201
TX,Houston,4835000,48201240400,4835000-48201240400,101.0,33.0,25.8,4.2,8.4,4.4,64.4,17.1,14.8,29.9657701516,-95.3762955904,48201,48201
TX,Houston,4835000,48201240701,4835000-48201240701,573.0,29.2,22.5,2.2,9.8,2.1,66.7,19.8,15.8,30.008283178,-95.4230597198,48201,48201
TX,Houston,4835000,48201240702,4835000-48201240702,602.0,33.7,26.7,2.7,8.8,2.8,66.8,19.9,14.7,29.988484725,-95.41637611,48201,48201
TX,Houston,4835000,48201241300,4835000-48201241300,311.0,21.7,22.1,3.9,7.2,2.8,66.2,13.6,10.8,30.0628268712,-95.4297145728,48201,48201
TX,Houston,4835000,48201250100,4835000-48201250100,153.0,27.0,35.8,8.3,7.8,7.9,71.0,16.2,11.9,29.9518311766,-95.2776004748,48201,48201
TX,Houston,4835000,48201250402,4835000-48201250402,133.0,14.1,30.3,7.2,7.3,5.4,70.5,12.5,9.9,29.998965176,-95.1394422903,48201,48201
TX,Houston,4835000,48201250600,4835000-48201250600,147.0,22.4,37.2,6.0,9.2,7.7,67.9,25.4,17.2,29.9890808713,-95.2339760635,48201,48201
TX,Houston,4835000,48201250701,4835000-48201250701,215.0,18.6,34.8,7.8,8.1,7.1,70.7,16.6,12.3,30.0144272413,-95.2196597363,48201,48201
TX,Houston,4835000,48201250702,4835000-48201250702,88.0,14.9,26.7,6.0,7.2,4.5,68.2,13.2,10.3,30.0005810146,-95.1754038936,48201,48201
TX,Houston,4835000,48201250800,4835000-48201250800,339.0,12.2,31.9,8.0,7.4,5.6,72.0,11.9,9.6,30.022347472,-95.1542647946,48201,48201
TX,Houston,4835000,48201251600,4835000-48201251600,393.0,16.0,32.9,8.0,8.1,6.4,70.2,16.6,11.8,30.061339879,-95.1264951172,48201,48201
TX,Houston,4835000,48201251901,4835000-48201251901,122.0,16.9,30.6,6.6,7.9,5.9,67.7,17.9,12.6,29.9515460105,-95.1303878291,48201,48201
TX,Houston,4835000,48201252200,4835000-48201252200,383.0,31.3,21.6,2.2,9.4,1.9,65.4,19.0,15.3,29.839493816,-95.1678994643,48201,48201
TX,Houston,4835000,48201252500,4835000-48201252500,169.0,42.1,32.3,4.8,8.4,7.2,64.9,21.6,16.9,29.7581892751,-95.127095924,48201,48201
TX,Houston,4835000,48201324000,4835000-48201324000,243.0,27.4,27.7,4.9,6.9,4.9,67.2,14.9,11.6,29.6252293061,-95.1859501256,48201,48201
