stateabbr,placename,placefips,tractfips,place_tractid,population2010,insurance,highbloodpressure,cancer,asthma,heartdisease,annualcheckups,smokes,mentalhealthissues,latitude,longitude,countyfips,State,StateAbbr,County,CountyFIPS,Asthma,AFHeartDisease,COPD,Depression,HeartFailure,Hypertension,CoronaryArtery,Psychotic,Stroke,TotalCost,tract,hpi,Place_TractID,SiteId,PM2.5_Exceptional,PM2.5_ExceedCount,PM2.5_Max,Ozone_Exceptional,Ozone_ExceedCount,Ozone_Max,sfcount
OK,Tulsa,4075000,40113940005,4075000-40113940005,414,15.2,48.1,9.6,10.6,9.7,74.6,18.9,13.5,36.18398202,-96.04390687,40113,Oklahoma ,OK,Osage ,40113,25483.953031,26473.759875,25536.996258,22710.22011,29257.669931,15422.090897,20706.687221,27434.312037,35280.655061,465234.604605,40113940005,325.87,4075000-40113940005,1879,0,0,28.4,0,0,0.068,0
OK,Tulsa,4075000,40143002900,4075000-40143002900,909,18.6,41.7,7.7,11.3,9.5,68.6,25.4,18.3,36.15698902,-96.04356116,40143,Oklahoma ,OK,Tulsa ,40143,23293.860535,26915.27846,26955.453957,21213.485982,30189.649114,15694.780992,20873.182787,21444.011716,34207.728105,463369.5758379,40143002900,212.74,4075000-40143002900,1879,0,0,28.4,0,0,0.068,0
OK,Tulsa,4075000,40143006600,4075000-40143006600,351,15.2,35.5,6.7,10.3,6.8,67.1,22.1,15.7,36.11948449,-96.02017081,40143,Oklahoma ,OK,Tulsa ,40143,23293.860535,26915.27846,26955.453957,21213.485982,30189.649114,15694.780992,20873.182787,21444.011716,34207.728105,463369.5758379,40143006600,205.21,4075000-40143006600,1879,0,0,28.4,0,0,0.068,0
OK,Tulsa,4075000,40143009104,4075000-40143009104,54,21.8,53,9.4,11.8,13.1,73.7,25.3,17.4,36.25707726,-95.94598628,40143,Oklahoma ,OK,Tulsa ,40143,23293.860535,26915.27846,26955.453957,21213.485982,30189.649114,15694.780992,20873.182787,21444.011716,34207.728105,463369.5758379,40143009104,161.81,4075000-40143009104,1879,0,0,28.4,0,0,0.068,0
OK,Tulsa,4075000,40143011100,4075000-40143011100,444,21.4,48.1,7.5,11.8,10.3,71.6,25.9,18.1,36.21112511,-95.90404249,40143,Oklahoma ,OK,Tulsa ,40143,23293.860535,26915.27846,26955.453957,21213.485982,30189.649114,15694.780992,20873.182787,21444.011716,34207.728105,463369.5758379,40143011100,134.43,4075000-40143011100,1879,0,0,28.4,0,0,0.068,0
OK,Tulsa,4075000,40145030403,4075000-40145030403,148,18,34.6,5.7,11.2,6.3,62.1,27.9,17.8,36.13794165,-95.74333781,40145,Oklahoma ,OK,Wagoner ,40145,20395.966373,26622.57022,24624.105772,20363.202723,29087.748246,14990.890812,19303.733152,21817.327393,29468.272308,426360.564373,40145030403,377.33,4075000-40145030403,1879,0,0,28.4,0,0,0.068,0
OR,Beaverton,4105350,41067030102,4105350-41067030102,694,8.4,16.6,3.9,9.2,2.1,57.5,11.1,11,45.52079442,-122.798127,41067,Oregon ,OR,Washington ,41067,18194.663709,19026.677545,21608.67346,15107.890962,22324.795539,13146.902473,17162.630044,14093.16183,23588.87757,348241.444654,41067030102,915.7,4105350-41067030102,1920,0,2,53.1,0,1,0.087,0
OR,Beaverton,4105350,41067030300,4105350-41067030300,238,8,26,7.4,9.3,4.4,64.5,10.2,10.1,45.492807,-122.7624336,41067,Oregon ,OR,Washington ,41067,18194.663709,19026.677545,21608.67346,15107.890962,22324.795539,13146.902473,17162.630044,14093.16183,23588.87757,348241.444654,41067030300,915.7,4105350-41067030300,1920,0,2,53.1,0,1,0.087,0
OR,Beaverton,4105350,41067030402,4105350-41067030402,864,7.6,30,8.4,9.6,5.6,66,11.5,10.9,45.47523269,-122.7490032,41067,Oregon ,OR,Washington ,41067,18194.663709,19026.677545,21608.67346,15107.890962,22324.795539,13146.902473,17162.630044,14093.16183,23588.87757,348241.444654,41067030402,970.79,4105350-41067030402,1920,0,2,53.1,0,1,0.087,0
OR,Beaverton,4105350,41067031403,4105350-41067031403,150,17.4,19,2.9,8.5,2.5,56.7,14.7,12.7,45.5196031,-122.8180315,41067,Oregon ,OR,Washington ,41067,18194.663709,19026.677545,21608.67346,15107.890962,22324.795539,13146.902473,17162.630044,14093.16183,23588.87757,348241.444654,41067031403,970.79,4105350-41067031403,1920,0,2,53.1,0,1,0.087,0
OR,Bend,4105800,41017000100,4105800-41017000100,74,6.6,29.5,8.5,10.2,5.4,67.7,11.9,11.2,44.00055542,-121.3087313,41017,Oregon ,OR,Deschutes ,41017,14399.467715,17417.899081,17946.58565,13714.317591,22158.125768,11056.195578,12301.186391,15390.05577,21247.55817,301901.7604899,41017000100,968.49,4105800-41017000100,1908,0,3,152.5,0,3,0.091,0
OR,Eugene,4123850,41039001002,4123850-41039001002,570,11.2,19,4.8,11.1,3.3,56,15.5,15,44.03966912,-123.1776084,41039,Oregon ,OR,Lane ,41039,17835.063221,19465.291287,19220.300264,13872.752154,23034.711853,12717.667827,16799.412489,12863.623263,25054.599641,333310.1395568,41039001002,784.81,4123850-41039001002,1908,0,3,152.5,0,3,0.091,0
OR,Eugene,4123850,41039004100,4123850-41039004100,720,10.4,25.2,6.1,10.6,4.8,58.5,17.2,14.5,44.07322541,-123.1211654,41039,Oregon ,OR,Lane ,41039,17835.063221,19465.291287,19220.300264,13872.752154,23034.711853,12717.667827,16799.412489,12863.623263,25054.599641,333310.1395568,41039004100,804.3,4123850-41039004100,1908,0,3,152.5,0,3,0.091,0
OR,Gresham,4131250,41051009301,4131250-41051009301,795,18.7,25.1,4,11.6,4.3,54.6,24.7,18.8,45.52587479,-122.4969447,41051,Oregon ,OR,Multnomah ,41051,19539.862725,21689.797973,22424.274684,15669.723273,24263.593687,14527.335005,18591.345116,15367.135144,26078.534488,377201.715708,41051009301,836.89,4131250-41051009301,1920,0,2,53.1,0,1,0.087,0
OR,Gresham,4131250,41051010303,4131250-41051010303,538,14,29.9,6.8,10.7,6.4,58.7,21.2,15.9,45.52329885,-122.4224816,41051,Oregon ,OR,Multnomah ,41051,19539.862725,21689.797973,22424.274684,15669.723273,24263.593687,14527.335005,18591.345116,15367.135144,26078.534488,377201.715708,41051010303,682.2,4131250-41051010303,1920,0,2,53.1,0,1,0.087,0
OR,Hillsboro,4134100,41067031606,4134100-41067031606,113,20,19.2,3,9.3,2.4,56.3,14.8,14.1,45.51405248,-122.8687662,41067,Oregon ,OR,Washington ,41067,18194.663709,19026.677545,21608.67346,15107.890962,22324.795539,13146.902473,17162.630044,14093.16183,23588.87757,348241.444654,41067031606,710.67,4134100-41067031606,1920,0,2,53.1,0,1,0.087,0
OR,Medford,4147000,41029000900,4147000-41029000900,880,13.8,24,5.8,10.9,4.8,57.7,21.9,15.8,42.34488307,-122.901981,41029,Oregon ,OR,Jackson ,41029,18390.58073,19115.927265,19722.317049,14879.629293,22521.426034,12480.225884,16263.40741,13137.766176,24144.911672,333986.01255860005,41029000900,677.7,4147000-41029000900,1908,0,3,152.5,0,3,0.091,0
OR,Medford,4147000,41029001001,4147000-41029001001,716,15.1,25.3,5.8,10.9,5.5,58,22.2,16.3,42.36009592,-122.8880351,41029,Oregon ,OR,Jackson ,41029,18390.58073,19115.927265,19722.317049,14879.629293,22521.426034,12480.225884,16263.40741,13137.766176,24144.911672,333986.01255860005,41029001001,677.7,4147000-41029001001,1908,0,3,152.5,0,3,0.091,0
OR,Medford,4147000,41029001601,4147000-41029001601,680,15.1,26.9,6.7,11.4,6.4,59.4,22.1,17.1,42.30214264,-122.8440213,41029,Oregon ,OR,Jackson ,41029,18390.58073,19115.927265,19722.317049,14879.629293,22521.426034,12480.225884,16263.40741,13137.766176,24144.911672,333986.01255860005,41029001601,677.7,4147000-41029001601,1908,0,3,152.5,0,3,0.091,0
OR,Portland,4159000,41005020800,4159000-41005020800,170,7.9,33.6,9.2,10.4,7,67.8,14.8,12.3,45.45700651,-122.6497757,41005,Oregon ,OR,Clackamas ,41005,18215.202895,18221.099902,21052.617787,15487.291647,22849.702877,12795.784716,17038.733749,16317.282208,26419.744601,363928.2439554,41005020800,763.62,4159000-41005020800,1920,0,2,53.1,0,1,0.087,0
OR,Portland,4159000,41005020900,4159000-41005020900,134,10,27.1,7.8,10.3,5.4,62.7,16.1,12.9,45.46023478,-122.6234997,41005,Oregon ,OR,Clackamas ,41005,18215.202895,18221.099902,21052.617787,15487.291647,22849.702877,12795.784716,17038.733749,16317.282208,26419.744601,363928.2439554,41005020900,763.62,4159000-41005020900,1920,0,2,53.1,0,1,0.087,0
OR,Portland,4159000,41005022206,4159000-41005022206,320,9.2,27.1,7.5,9.4,5.1,65.4,12.6,11.1,45.45957265,-122.567742,41005,Oregon ,OR,Clackamas ,41005,18215.202895,18221.099902,21052.617787,15487.291647,22849.702877,12795.784716,17038.733749,16317.282208,26419.744601,363928.2439554,41005022206,573.53,4159000-41005022206,1920,0,2,53.1,0,1,0.087,0
OR,Portland,4159000,41005022208,4159000-41005022208,75,7.4,23.4,6.2,10.2,3.8,63.1,12.9,11.9,45.45857738,-122.5213154,41005,Oregon ,OR,Clackamas ,41005,18215.202895,18221.099902,21052.617787,15487.291647,22849.702877,12795.784716,17038.733749,16317.282208,26419.744601,363928.2439554,41005022208,573.53,4159000-41005022208,1920,0,2,53.1,0,1,0.087,0
OR,Portland,4159000,41051009803,4159000-41051009803,823,16.4,28.1,5.2,11.3,5.6,56.5,24.6,18.3,45.49662723,-122.483166,41051,Oregon ,OR,Multnomah ,41051,19539.862725,21689.797973,22424.274684,15669.723273,24263.593687,14527.335005,18591.345116,15367.135144,26078.534488,377201.715708,41051009803,682.2,4159000-41051009803,1920,0,2,53.1,0,1,0.087,0
OR,Portland,4159000,41051009903,4159000-41051009903,391,9.5,25.9,6.2,9.4,4.2,60.7,16,12,45.4767224,-122.4890561,41051,Oregon ,OR,Multnomah ,41051,19539.862725,21689.797973,22424.274684,15669.723273,24263.593687,14527.335005,18591.345116,15367.135144,26078.534488,377201.715708,41051009903,666.81,4159000-41051009903,1920,0,2,53.1,0,1,0.087,0
OR,Portland,4159000,41051010200,4159000-41051010200,583,14.5,30.1,6.1,10.2,5.4,62,19.3,13.9,45.56040438,-122.5016527,41051,Oregon ,OR,Multnomah ,41051,19539.862725,21689.797973,22424.274684,15669.723273,24263.593687,14527.335005,18591.345116,15367.135144,26078.534488,377201.715708,41051010200,743.57,4159000-41051010200,1920,0,2,53.1,0,1,0.087,2
OR,Portland,4159000,41067030102,4159000-41067030102,504,6.7,23.1,5.4,9.3,3.2,62.5,11.3,10.7,45.53181139,-122.7752149,41067,Oregon ,OR,Washington ,41067,18194.663709,19026.677545,21608.67346,15107.890962,22324.795539,13146.902473,17162.630044,14093.16183,23588.87757,348241.444654,41067030102,915.7,4159000-41067030102,1920,0,2,53.1,0,1,0.087,0
OR,Portland,4159000,41067030402,4159000-41067030402,325,9.4,21.5,5.3,9.5,3.4,59.5,12.3,11.7,45.47307029,-122.745992,41067,Oregon ,OR,Washington ,41067,18194.663709,19026.677545,21608.67346,15107.890962,22324.795539,13146.902473,17162.630044,14093.16183,23588.87757,348241.444654,41067030402,970.79,4159000-41067030402,1920,0,2,53.1,0,1,0.087,0
OR,Portland,4159000,41067030502,4159000-41067030502,590,9.9,18.4,4.2,9.7,2.6,57.2,13.2,12.2,45.4643778,-122.7482757,41067,Oregon ,OR,Washington ,41067,18194.663709,19026.677545,21608.67346,15107.890962,22324.795539,13146.902473,17162.630044,14093.16183,23588.87757,348241.444654,41067030502,842.98,4159000-41067030502,1920,0,2,53.1,0,1,0.087,0
OR,Portland,4159000,41067030600,4159000-41067030600,111,9.8,22.4,4.6,9.7,3.4,58.9,15.5,12.8,45.44627163,-122.744754,41067,Oregon ,OR,Washington ,41067,18194.663709,19026.677545,21608.67346,15107.890962,22324.795539,13146.902473,17162.630044,14093.16183,23588.87757,348241.444654,41067030600,842.98,4159000-41067030600,1920,0,2,53.1,0,1,0.087,0
OR,Salem,4164900,41047001801,4164900-41047001801,181,19.9,21.4,3.9,11.8,3.9,55.2,22.1,18.6,44.92239777,-122.9863669,41047,Oregon ,OR,Marion ,41047,21009.069476,20228.882862,22798.246125,16326.412591,24436.096795,13299.706704,16726.743516,12498.409929,25652.072297,369293.60915709997,41047001801,729.57,4164900-41047001801,1920,0,2,53.1,0,1,0.087,0
OR,Salem,4164900,41047002502,4164900-41047002502,909,16.4,43,11.8,11,11.6,70.3,16.3,13.8,45.00136181,-122.9813854,41047,Oregon ,OR,Marion ,41047,21009.069476,20228.882862,22798.246125,16326.412591,24436.096795,13299.706704,16726.743516,12498.409929,25652.072297,369293.60915709997,41047002502,660.33,4164900-41047002502,1920,0,2,53.1,0,1,0.087,0
PA,Philadelphia,4260000,42101008801,4260000-42101008801,988,12.2,12.4,1.1,10.8,1.5,62.3,21.1,21,39.95393197,-75.19844767,42101,Pennsylvania ,PA,Philadelphia ,42101,21495.212663,30535.482363,27979.751247,22523.755439,31238.390216,15962.809229,22763.864502,20209.117207,35483.75507,468476.320309,42101008801,543.58,4260000-42101008801,2016,0,0,23.2,0,0,0.05,0
PA,Philadelphia,4260000,42101014800,4260000-42101014800,785,19.1,49.2,6,15,11.3,79.5,32.7,21.5,39.98020471,-75.16916096,42101,Pennsylvania ,PA,Philadelphia ,42101,21495.212663,30535.482363,27979.751247,22523.755439,31238.390216,15962.809229,22763.864502,20209.117207,35483.75507,468476.320309,42101014800,156.6,4260000-42101014800,2016,0,0,23.2,0,0,0.05,0
PA,Philadelphia,4260000,42101036400,4260000-42101036400,703,16,52.4,11.7,9.5,18.6,78.3,24.9,14.3,40.11298992,-74.98676192,42101,Pennsylvania ,PA,Philadelphia ,42101,21495.212663,30535.482363,27979.751247,22523.755439,31238.390216,15962.809229,22763.864502,20209.117207,35483.75507,468476.320309,42101036400,580.58,4260000-42101036400,2016,0,0,23.2,0,0,0.05,0
PA,Philadelphia,4260000,42101038100,4260000-42101038100,833,16.6,33.7,5.2,12.5,7.1,70.1,31.6,20.4,40.01769739,-75.039635,42101,Pennsylvania ,PA,Philadelphia ,42101,21495.212663,30535.482363,27979.751247,22523.755439,31238.390216,15962.809229,22763.864502,20209.117207,35483.75507,468476.320309,42101038100,509.21,4260000-42101038100,2019,0,0,24.5,0,9,0.079,2
PA,Philadelphia,4260000,42101980000,4260000-42101980000,601,7.8,10.9,1.9,10.6,1.4,65.3,14.7,15,39.9850473,-75.20020691,42101,Pennsylvania ,PA,Philadelphia ,42101,21495.212663,30535.482363,27979.751247,22523.755439,31238.390216,15962.809229,22763.864502,20209.117207,35483.75507,468476.320309,42101980000,725.09,4260000-42101980000,2016,0,0,23.2,0,0,0.05,0
PA,Philadelphia,4260000,42101980100,4260000-42101980100,74,5.3,28.4,8,8.6,5.3,73.4,11.6,9.4,40.04704936,-75.21193915,42101,Pennsylvania ,PA,Philadelphia ,42101,21495.212663,30535.482363,27979.751247,22523.755439,31238.390216,15962.809229,22763.864502,20209.117207,35483.75507,468476.320309,42101980100,721.58,4260000-42101980100,2016,0,0,23.2,0,0,0.05,0
PA,Philadelphia,4260000,42101980200,4260000-42101980200,504,9.5,51.1,18.7,9.4,15.6,85.6,11,9.5,40.06981173,-75.04902172,42101,Pennsylvania ,PA,Philadelphia ,42101,21495.212663,30535.482363,27979.751247,22523.755439,31238.390216,15962.809229,22763.864502,20209.117207,35483.75507,468476.320309,42101980200,509.21,4260000-42101980200,2016,0,0,23.2,0,0,0.05,0
PA,Pittsburgh,4261000,42003020300,4261000-42003020300,616,4.8,19.7,4.5,8.2,2.8,67.4,12.3,9.3,40.45425423,-79.98149985,42003,Pennsylvania ,PA,Allegheny ,42003,22910.274745,27300.704925,28715.823429,22186.807228,32005.097297,16069.413522,22286.688821,21391.12964,34697.580999,476098.29686,42003020300,440.31,4261000-42003020300,1943,0,0,29,0,0,0.069,0
PA,Pittsburgh,4261000,42003101600,4261000-42003101600,857,16,46.3,5.4,13.4,8.3,78.4,31.9,19.8,40.47037384,-79.93933064,42003,Pennsylvania ,PA,Allegheny ,42003,22910.274745,27300.704925,28715.823429,22186.807228,32005.097297,16069.413522,22286.688821,21391.12964,34697.580999,476098.29686,42003101600,528.84,4261000-42003101600,1943,0,0,29,0,0,0.069,0
PA,Pittsburgh,4261000,42003120400,4261000-42003120400,869,16.1,54,6.6,13.3,11.7,80.2,32.3,19.7,40.46533601,-79.91044314,42003,Pennsylvania ,PA,Allegheny ,42003,22910.274745,27300.704925,28715.823429,22186.807228,32005.097297,16069.413522,22286.688821,21391.12964,34697.580999,476098.29686,42003120400,528.84,4261000-42003120400,1943,0,0,29,0,0,0.069,0
PA,Pittsburgh,4261000,42003120700,4261000-42003120700,818,15.9,54.6,7.7,13.3,11.7,82.5,27.7,17.2,40.45943172,-79.90394769,42003,Pennsylvania ,PA,Allegheny ,42003,22910.274745,27300.704925,28715.823429,22186.807228,32005.097297,16069.413522,22286.688821,21391.12964,34697.580999,476098.29686,42003120700,528.84,4261000-42003120700,1943,0,0,29,0,0,0.069,0
PA,Pittsburgh,4261000,42003120800,4261000-42003120800,859,16.8,53.8,8.2,12.9,13.3,80.7,29.4,17.8,40.46037971,-79.91313871,42003,Pennsylvania ,PA,Allegheny ,42003,22910.274745,27300.704925,28715.823429,22186.807228,32005.097297,16069.413522,22286.688821,21391.12964,34697.580999,476098.29686,42003120800,528.84,4261000-42003120800,1943,0,0,29,0,0,0.069,0
PA,Pittsburgh,4261000,42003141000,4261000-42003141000,928,4.5,25,7.2,8.1,4.3,71.2,11.7,8.8,40.43288982,-79.89761713,42003,Pennsylvania ,PA,Allegheny ,42003,22910.274745,27300.704925,28715.823429,22186.807228,32005.097297,16069.413522,22286.688821,21391.12964,34697.580999,476098.29686,42003141000,391.28,4261000-42003141000,1943,0,0,29,0,0,0.069,0
PA,Pittsburgh,4261000,42003241200,4261000-42003241200,884,11.9,34.3,6.7,10.5,7.7,70.3,29,16.4,40.46855543,-79.98921333,42003,Pennsylvania ,PA,Allegheny ,42003,22910.274745,27300.704925,28715.823429,22186.807228,32005.097297,16069.413522,22286.688821,21391.12964,34697.580999,476098.29686,42003241200,292.6,4261000-42003241200,1943,0,0,29,0,0,0.069,0
PA,Pittsburgh,4261000,42003250700,4261000-42003250700,761,14.8,41.3,5.1,13.2,7.8,76.1,30.5,19.9,40.45994208,-80.02186583,42003,Pennsylvania ,PA,Allegheny ,42003,22910.274745,27300.704925,28715.823429,22186.807228,32005.097297,16069.413522,22286.688821,21391.12964,34697.580999,476098.29686,42003250700,292.6,4261000-42003250700,1943,0,0,29,0,0,0.069,0
PA,Pittsburgh,4261000,42003310300,4261000-42003310300,990,8.1,31.7,7.9,9.5,6.6,72.6,19.8,12.1,40.38792038,-79.92255354,42003,Pennsylvania ,PA,Allegheny ,42003,22910.274745,27300.704925,28715.823429,22186.807228,32005.097297,16069.413522,22286.688821,21391.12964,34697.580999,476098.29686,42003310300,305.63,4261000-42003310300,1943,0,0,29,0,0,0.069,0
PA,Pittsburgh,4261000,42003561700,4261000-42003561700,718,13.3,39.5,6.2,11.9,8.6,72.8,31.8,19,40.40931974,-79.97398,42003,Pennsylvania ,PA,Allegheny ,42003,22910.274745,27300.704925,28715.823429,22186.807228,32005.097297,16069.413522,22286.688821,21391.12964,34697.580999,476098.29686,42003561700,216.81,4261000-42003561700,1943,0,0,29,0,0,0.069,0
PA,Pittsburgh,4261000,42003980000,4261000-42003980000,540,6.7,25.6,6.1,8.5,4.8,69.6,16.8,11.2,40.48825403,-79.89240528,42003,Pennsylvania ,PA,Allegheny ,42003,22910.274745,27300.704925,28715.823429,22186.807228,32005.097297,16069.413522,22286.688821,21391.12964,34697.580999,476098.29686,42003980000,361.37,4261000-42003980000,1943,0,0,29,0,0,0.069,0
PA,Pittsburgh,4261000,42003981800,4261000-42003981800,461,12.1,45.8,10.1,9.2,17.9,78.1,16.3,13.5,40.48038259,-79.89722051,42003,Pennsylvania ,PA,Allegheny ,42003,22910.274745,27300.704925,28715.823429,22186.807228,32005.097297,16069.413522,22286.688821,21391.12964,34697.580999,476098.29686,42003981800,528.84,4261000-42003981800,1943,0,0,29,0,0,0.069,0
SC,Charleston,4513330,45015020405,4513330-45015020405,140,18,26.8,4.8,10.2,4.3,59.5,23.9,17.5,32.9518409,-79.82203241,45015,South Carolina ,SC,Berkeley ,45015,18563.494599,24965.471709,21504.716488,18901.039918,27386.206622,12596.896702,18602.354379,21533.551878,27910.267546,402294.9829439,45015020405,271.6,,,,,,,,,
SC,Charleston,4513330,45019002103,4513330-45019002103,98,12.1,37.1,8.2,9.3,6.7,70.5,15.4,12.8,32.71282269,-80.01215981,45019,South Carolina ,SC,Charleston ,45019,19086.277079,23265.299224,22716.470159,18860.914429,29347.134441,13189.84081,18379.814121,20548.51204,29581.060402,420693.7731714,45019002103,368.1,,,,,,,,,
SC,Charleston,4513330,45019004400,4513330-45019004400,953,23.4,53.1,7,12.2,10.4,74.9,25.8,18.7,32.82457565,-79.96032297,45019,South Carolina ,SC,Charleston ,45019,19086.277079,23265.299224,22716.470159,18860.914429,29347.134441,13189.84081,18379.814121,20548.51204,29581.060402,420693.7731714,45019004400,780.65,,,,,,,,,
SC,Columbia,4516000,45063020510,4516000-45063020510,151,15.2,31.5,4.2,9.5,3.1,67.5,18.5,13.8,34.02800545,-81.10854682,45063,South Carolina ,SC,Lexington ,45063,19564.381291,22380.156778,23438.847175,17301.638153,26372.994473,12431.966379,16653.104024,20399.047616,26845.74,399250.09182030003,45063020510,298.05,,,,,,,,,
SC,Columbia,4516000,45063021112,4516000-45063021112,399,12.3,25.2,4,9,2.9,64.7,14.6,12.8,34.07665154,-81.15999789,45063,South Carolina ,SC,Lexington ,45063,19564.381291,22380.156778,23438.847175,17301.638153,26372.994473,12431.966379,16653.104024,20399.047616,26845.74,399250.09182030003,45063021112,297.47,,,,,,,,,
SC,Columbia,4516000,45079002604,4516000-45079002604,974,22.1,36.4,4,10.9,5.1,68.5,23,17.8,33.97928151,-80.98012699,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079002604,665.09,,,,,,,,,
SC,Columbia,4516000,45079010407,4516000-45079010407,254,20.4,29.8,2.4,12.3,1.8,70.8,22.5,17.6,34.05071453,-81.08348353,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079010407,298.05,,,,,,,,,
SC,Columbia,4516000,45079010409,4516000-45079010409,851,19.6,32.3,3.2,11.4,3.5,69.2,21.7,17.1,34.05956132,-81.1077684,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079010409,298.05,,,,,,,,,
SC,Columbia,4516000,45079010412,4516000-45079010412,108,15,38.9,8,9.4,7.2,71,16.9,13.4,34.03934943,-81.07472182,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079010412,298.05,,,,,,,,,
SC,Columbia,4516000,45079010501,4516000-45079010501,581,15,12.9,1.4,10.1,1.1,57.2,16.5,18,34.07175348,-81.07478234,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079010501,160.02,,,,,,,,,
SC,Columbia,4516000,45079010502,4516000-45079010502,267,22.3,39.5,3.3,13.2,4.2,73,24.7,20.1,34.02809545,-81.06465289,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079010502,281.44,,,,,,,,,
SC,Columbia,4516000,45079010804,4516000-45079010804,472,21.3,59.1,8.7,11.5,11,81,19.5,14.3,34.05316148,-80.9977771,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079010804,254.94,,,,,,,,,
SC,Columbia,4516000,45079010806,4516000-45079010806,555,32.5,55,4.8,11.7,12.3,68,41.3,25,34.08637374,-80.98409933,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079010806,160.02,,,,,,,,,
SC,Columbia,4516000,45079011201,4516000-45079011201,651,6.7,31.1,8.4,7.7,5,70.1,8.8,8.8,34.0109039,-80.97532316,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079011201,531.14,,,,,,,,,
SC,Columbia,4516000,45079011202,4516000-45079011202,285,8.7,41.3,10.7,8.3,7.9,74.2,11.1,10,34.02819247,-80.99077305,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079011202,531.14,,,,,,,,,
SC,Columbia,4516000,45079011301,4516000-45079011301,52,10,27.5,5.2,9.3,3,68.3,12.4,11.4,34.02738351,-80.9452436,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079011301,531.14,,,,,,,,,
SC,Columbia,4516000,45079011305,4516000-45079011305,94,22.4,39.1,4.2,12.1,4.8,71.3,25.3,18.7,34.05700871,-80.91681167,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079011305,531.14,,,,,,,,,
SC,Columbia,4516000,45079011412,4516000-45079011412,441,18.7,30.3,3.3,10.5,2.9,68,20.2,15,34.0768762,-80.89109848,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079011412,254.94,,,,,,,,,
SC,Columbia,4516000,45079011414,4516000-45079011414,460,16.3,26.6,3.8,9.6,3.2,66.6,16.6,13.7,34.10402961,-80.84595789,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079011414,175.77,,,,,,,,,
SC,Columbia,4516000,45079011606,4516000-45079011606,459,15.8,26.7,2.7,10.8,2,69.8,17,14.3,33.97911027,-80.90093072,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079011606,290.36,,,,,,,,,
SC,Columbia,4516000,45079011701,4516000-45079011701,307,18.2,22,2.4,10.5,3.7,57.2,22.8,22.7,33.96776898,-81.00859,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079011701,665.09,,,,,,,,,
SC,Columbia,4516000,45079011901,4516000-45079011901,297,18.6,30.9,3.1,10.6,2.8,68.5,20.5,15.3,33.98215319,-80.88041543,45079,South Carolina ,SC,Richland ,45079,19182.548871,22844.056575,24615.64359,18538.392108,26730.710532,12684.030381,17471.437194,16075.513463,32396.992442,404347.0494763,45079011901,290.36,,,,,,,,,
