Submission_ID,Facility_Name,Facility_City,Facility_State,Facility_County,Facility_Zip_Code,Facility_Latitude,Facility_Longitude,FRS_ID,AFS_NUMBER,Location_ID,Location_Name,Is_Location_Controlled,Duct_Diameter,Permit_Source_Name,Permit_Source_ID,Air_Permit_Number,SCC,NAICS,Process_Description,TEST_RUN_VALUE,AVERAGE_VALUE,Calculated_Average,Test_Run_Number,Pollutant_Name,CAS_Number,NEI_Pollutant_Code,POLLUTANT_UNIT,Measure,Material,Action,Detection_Limit_Flag,Test_Report_Rating,Test_Run_Date,Test_Method_Notes,Test_Method,Testing_Company,Testing_Project_Number,ERT_Version,Test_Report_Reference,Control_1,Control_2,Control_3,Control_4,Control_5,PROCESS_PARAMETER,PROCESS_PARAMETER_RATE,PROCESS_PARAMETER_VALUE,Regulation_Description,Regulatory_Limit,Stack_Temperature_F,Stack_Flow_Rate_acfm,Method_Mass_A,Method_Mass_B,Mass_Units,FILTER_TEMPERATURE_1_F,Filter_Temperature_2_F,Emissions_Value_LB_MMBtu_CO2,Emissions_Value_LB_MMBtu_O2
"80266035","Ascend Performance Materials - Decatur, AL","Decatur","AL","Morgan Co","35601","34.633889","-87.024444","110007235269",""," ","Reformer B","0","23.25","Reformers B & C","HMD 202 / HMD 203","ADEM Title V Permit No. 712-0010","30107101","325199"," ","0.00E+00","N/A","0","2","Carbon Monoxide","630-08-0","630-08-0","Lb","Pounds","AFT Fuel","Flow"," ","70","2017-04-04T00:00:00"," ","Method 10","Alliance Source Testing, LLC","2017-0161","V5","Facility: Ascend Performance Materials - Decatur, AL - Decatur, AL - Testing Company:  Alliance Source Testing, LLC - 4/24/2017","Reformer B Cntrl % O2 in Comb. Air(Off Stoichiometric Frng)","Reformer B Flue Gas Temperature","","","","AFT Fuel Flow","Pounds/hr","1340.0"," Major Source Boilers","130.000000 ppm@3%O2"," "," ","-0.829"," ","ppmvd"," "," ","0.00E+00","0.00E+00"
"80266035","Ascend Performance Materials - Decatur, AL","Decatur","AL","Morgan Co","35601","34.633889","-87.024444","110007235269",""," ","Reformer B","0","23.25","Reformers B & C","HMD 202 / HMD 203","ADEM Title V Permit No. 712-0010","30107101","325199"," ","0.00E+00","N/A","0","3","Carbon Monoxide","630-08-0","630-08-0","Lb","Pounds","AFT Fuel","Flow"," ","70","2017-04-04T00:00:00"," ","Method 10","Alliance Source Testing, LLC","2017-0161","V5","Facility: Ascend Performance Materials - Decatur, AL - Decatur, AL - Testing Company:  Alliance Source Testing, LLC - 4/24/2017","Reformer B Cntrl % O2 in Comb. Air(Off Stoichiometric Frng)","Reformer B Flue Gas Temperature","","","","AFT Fuel Flow","Pounds/hr","1341.0"," Major Source Boilers","130.000000 ppm@3%O2"," "," ","-0.698"," ","ppmvd"," "," ","0.00E+00","0.00E+00"
"80266035","Ascend Performance Materials - Decatur, AL","Decatur","AL","Morgan Co","35601","34.633889","-87.024444","110007235269",""," ","Reformer C","0","23.25","Reformers B & C","HMD 202 / HMD 203","ADEM Title V Permit No. 712-0010","30107101","325199"," ","0.00E+00","N/A","0","1","Carbon Monoxide","630-08-0","630-08-0","Lb","Pounds","AFT Fuel","Flow"," ","70","2017-04-13T00:00:00"," ","Method 10","Alliance Source Testing, LLC","2017-0161","V5","Facility: Ascend Performance Materials - Decatur, AL - Decatur, AL - Testing Company:  Alliance Source Testing, LLC - 4/24/2017","Reformer C Cntrl % O2 in Comb. Air(Off Stoichiometric Frng)","Reformer C Flue Gas Temperature","","","","AFT Fuel Flow","Pounds/hr","1341.0"," Major Source Boilers","130.000000 ppm@3%O2"," "," ","4.2102"," ","ppmvd"," "," ","0.00E+00","0.00E+00"
"80266035","Ascend Performance Materials - Decatur, AL","Decatur","AL","Morgan Co","35601","34.633889","-87.024444","110007235269",""," ","Reformer C","0","23.25","Reformers B & C","HMD 202 / HMD 203","ADEM Title V Permit No. 712-0010","30107101","325199"," ","0.00E+00","N/A","0","2","Carbon Monoxide","630-08-0","630-08-0","Lb","Pounds","AFT Fuel","Flow"," ","70","2017-04-13T00:00:00"," ","Method 10","Alliance Source Testing, LLC","2017-0161","V5","Facility: Ascend Performance Materials - Decatur, AL - Decatur, AL - Testing Company:  Alliance Source Testing, LLC - 4/24/2017","Reformer C Cntrl % O2 in Comb. Air(Off Stoichiometric Frng)","Reformer C Flue Gas Temperature","","","","AFT Fuel Flow","Pounds/hr","1340.0"," Major Source Boilers","130.000000 ppm@3%O2"," "," ","5.6336"," ","ppmvd"," "," ","0.00E+00","0.00E+00"
"80266035","Ascend Performance Materials - Decatur, AL","Decatur","AL","Morgan Co","35601","34.633889","-87.024444","110007235269",""," ","Reformer C","0","23.25","Reformers B & C","HMD 202 / HMD 203","ADEM Title V Permit No. 712-0010","30107101","325199"," ","0.00E+00","N/A","0","3","Carbon Monoxide","630-08-0","630-08-0","Lb","Pounds","AFT Fuel","Flow"," ","70","2017-04-13T00:00:00"," ","Method 10","Alliance Source Testing, LLC","2017-0161","V5","Facility: Ascend Performance Materials - Decatur, AL - Decatur, AL - Testing Company:  Alliance Source Testing, LLC - 4/24/2017","Reformer C Cntrl % O2 in Comb. Air(Off Stoichiometric Frng)","Reformer C Flue Gas Temperature","","","","AFT Fuel Flow","Pounds/hr","1341.0"," Major Source Boilers","130.000000 ppm@3%O2"," "," ","4.7595"," ","ppmvd"," "," ","0.00E+00","0.00E+00"
"80267264","Arconic Tennessee Operations - South Plant","Alcoa","TN","Blount Co","37701","","","110000372383",""," ","Crusher No. 1 Scrubber Stack","1","59.25","Crusher No. 1","","","30400108","331314"," ","1.34E-02","N/A","0","M5-1","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Crushed","","80","2017-05-16T00:00:00"," ","Method 5","TRC Environmental Corporation","271364-Crusher","V5","Facility: Arconic Tennessee Operations - South Plant - Alcoa, TN - Testing Company:  TRC Environmental Corporation - ","SCRUBBER","","","","","Metal Crushed","Tons/hr","30.0"," Secondary Aluminum Production","0.010000 gr/dscf","84.50","48,560.6","3.4"," ","mg","","","0.00E+00","0.00E+00"
"80267264","Arconic Tennessee Operations - South Plant","Alcoa","TN","Blount Co","37701","","","110000372383",""," ","Crusher No. 1 Scrubber Stack","1","59.25","Crusher No. 1","","","30400108","331314"," ","1.76E-02","N/A","0","M5-2","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Crushed","","80","2017-05-16T00:00:00"," ","Method 5","TRC Environmental Corporation","271364-Crusher","V5","Facility: Arconic Tennessee Operations - South Plant - Alcoa, TN - Testing Company:  TRC Environmental Corporation - ","SCRUBBER","","","","","Metal Crushed","Tons/hr","39.3"," Secondary Aluminum Production","0.010000 gr/dscf","89.79","47,928.8","6.0"," ","mg","","","0.00E+00","0.00E+00"
"80267264","Arconic Tennessee Operations - South Plant","Alcoa","TN","Blount Co","37701","","","110000372383",""," ","Crusher No. 1 Scrubber Stack","1","59.25","Crusher No. 1","","","30400108","331314"," ","1.17E-02","N/A","0","M5-3","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Crushed","","80","2017-05-16T00:00:00"," ","Method 5","TRC Environmental Corporation","271364-Crusher","V5","Facility: Arconic Tennessee Operations - South Plant - Alcoa, TN - Testing Company:  TRC Environmental Corporation - ","SCRUBBER","","","","","Metal Crushed","Tons/hr","42.4"," Secondary Aluminum Production","0.010000 gr/dscf","89.13","47,745.0","4.3"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Holder # 15","0","50.25","","","","30400102","332322"," ","1.45E-01","N/A","0","M5/26A-3","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Processed","","80","2017-04-20T00:00:00"," ","Method 5","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","12.314"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","400.70","16,171.1","117.6"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Holder # 3","0","35.25","","","","30400102","332322"," ","4.27E-02","N/A","0","M5/26A-1","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Processed","","80","2017-04-17T00:00:00"," ","Method 5","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","21.027"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","734.21","14,443.1","179.8"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Holder # 3","0","35.25","","","","30400102","332322"," ","2.53E-01","N/A","0","M5/26A-2","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Processed","","80","2017-04-18T00:00:00"," ","Method 5","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","16.837"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","863.90","15,976.1","1035.0"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Holder # 3","0","35.25","","","","30400102","332322"," ","1.04E-01","N/A","0","M5/26A-3","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Processed","","80","2017-04-18T00:00:00"," ","Method 5","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","22.537"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","641.68","14,455.3","434.6"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Holder # 15","0","50.25","","","","30400102","332322"," ","1.37E-01","N/A","0","M5/26A-1","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Processed","","80","2017-04-19T00:00:00"," ","Method 5","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","5.737"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","391.38","16,071.9","112.9"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Holder # 15","0","50.25","","","","30400102","332322"," ","1.29E-01","N/A","0","M5/26A-2","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Processed","","80","2017-04-20T00:00:00"," ","Method 5","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","9.759"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","378.83","14,650.7","108.9"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 15","0","58.5","","","","30400102","332322"," ","5.83E-02","N/A","0","M5/26A-1","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Processed","","80","2017-04-19T00:00:00"," ","Method 5","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","5.986"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","287.10","28,815.0","23.1"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 15","0","58.5","","","","30400102","332322"," ","2.96E-02","N/A","0","M5/26A-2","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Processed","","80","2017-04-19T00:00:00"," ","Method 5","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","4.601"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","265.44","28,221.5","10.7"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 15","0","58.5","","","","30400102","332322"," ","4.00E-02","N/A","0","M5/26A-3","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Processed","","80","2017-04-20T00:00:00"," ","Method 5","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","6.023"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","279.61","29,431.0","14.7"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 3","0","44.5","","","","30400102","332322"," ","4.89E-02","N/A","0","M5/26A-1","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Processed","","80","2017-04-17T00:00:00"," ","Method 5","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","16.16"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","588.39","83,865.4","25.7"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 3","0","44.5","","","","30400102","332322"," ","2.56E-02","N/A","0","M5/26A-2","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Processed","","80","2017-04-17T00:00:00"," ","Method 5","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","17.995"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","700.83","86,088.3","13.3"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 3","0","44.5","","","","30400102","332322"," ","1.31E-01","N/A","0","M5/26A-3","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Metal","Processed","","80","2017-04-18T00:00:00"," ","Method 5","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","16.972"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","603.06","84,986.6","70.3"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Holder # 3","0","35.25","","","","30400102","332322"," ","3.53E-02","N/A","0","M5/26A-1","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Processed","","80","2017-04-17T00:00:00"," ","Method 26A","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","21.027"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","734.21","14,443.1","149.0"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Holder # 3","0","35.25","","","","30400102","332322"," ","7.66E-02","N/A","0","M5/26A-2","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Processed","","80","2017-04-18T00:00:00"," ","Method 26A","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","16.837"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","863.90","15,976.1","314.0"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Holder # 3","0","35.25","","","","30400102","332322"," ","5.72E-02","N/A","0","M5/26A-3","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Processed","","80","2017-04-18T00:00:00"," ","Method 26A","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","22.537"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","641.68","14,455.3","240.0"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Holder # 15","0","50.25","","","","30400102","332322"," ","2.35E-01","N/A","0","M5/26A-1","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Processed","","80","2017-04-19T00:00:00"," ","Method 26A","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","5.737"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","391.38","16,071.9","194.0"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Holder # 15","0","50.25","","","","30400102","332322"," ","1.60E-01","N/A","0","M5/26A-2","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Processed","","80","2017-04-20T00:00:00"," ","Method 26A","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","9.759"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","378.83","14,650.7","135.0"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Holder # 15","0","50.25","","","","30400102","332322"," ","2.12E-01","N/A","0","M5/26A-3","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Processed","","80","2017-04-20T00:00:00"," ","Method 26A","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","12.314"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","400.70","16,171.1","172.0"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 15","0","58.5","","","","30400102","332322"," ","9.86E-05","N/A","0","M5/26A-1","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Processed","<","80","2017-04-19T00:00:00"," ","Method 26A","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","5.986"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","287.10","28,815.0","0.039"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 15","0","58.5","","","","30400102","332322"," ","1.11E-04","N/A","0","M5/26A-2","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Processed","<","80","2017-04-19T00:00:00"," ","Method 26A","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","4.601"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","265.44","28,221.5","0.04"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 15","0","58.5","","","","30400102","332322"," ","1.09E-04","N/A","0","M5/26A-3","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Processed","<","80","2017-04-20T00:00:00"," ","Method 26A","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","6.023"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","279.61","29,431.0","0.04"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 3","0","44.5","","","","30400102","332322"," ","7.43E-04","N/A","0","M5/26A-1","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Processed","","80","2017-04-17T00:00:00"," ","Method 26A","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","16.16"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","588.39","83,865.4","0.389"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 3","0","44.5","","","","30400102","332322"," ","2.66E-04","N/A","0","M5/26A-2","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Processed","","80","2017-04-17T00:00:00"," ","Method 26A","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","17.995"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","700.83","86,088.3","0.138"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 3","0","44.5","","","","30400102","332322"," ","2.96E-04","N/A","0","M5/26A-3","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Metal","Processed","","80","2017-04-18T00:00:00"," ","Method 26A","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","16.972"," Secondary Aluminum Production","0.400000 lb / Tons of Metal Processed","603.06","84,986.6","0.158"," ","mg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 15","0","58.5","","","","30400102","332322"," ","2.04E-11","N/A","0","M23-R1","Total TEQ","Total TEQ","Total TEQ","Lb","Tons","Metal","Processed","","80","2017-04-19T00:00:00"," ","Method 23","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","5.986"," Secondary Aluminum Production","15.000000 ug / Megagrams of Charge Charged","294.66","33,093.0","11.4"," ","pg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 15","0","58.5","","","","30400102","332322"," ","1.80E-11","N/A","0","M23-R2","Total TEQ","Total TEQ","Total TEQ","Lb","Tons","Metal","Processed","","80","2017-04-19T00:00:00"," ","Method 23","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","4.601"," Secondary Aluminum Production","15.000000 ug / Megagrams of Charge Charged","272.67","30,573.3","9.57"," ","pg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 15","0","58.5","","","","30400102","332322"," ","3.02E-11","N/A","0","M23-R3","Total TEQ","Total TEQ","Total TEQ","Lb","Tons","Metal","Processed","","80","2017-04-20T00:00:00"," ","Method 23","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","6.023"," Secondary Aluminum Production","15.000000 ug / Megagrams of Charge Charged","283.46","30,595.7","16.4"," ","pg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 3","0","44.5","","","","30400102","332322"," ","5.26E-11","N/A","0","M23-R1","Total TEQ","Total TEQ","Total TEQ","Lb","Tons","Metal","Processed","","80","2017-04-17T00:00:00"," ","Method 23","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","16.16"," Secondary Aluminum Production","15.000000 ug / Megagrams of Charge Charged","676.45","77,313.6","40.6"," ","pg","","","0.00E+00","0.00E+00"
"80267287","Arconic Mill Products - Davenport","Bettendorf","IA","Scott Co","52722","41.536389","-90.453889","110000416005",""," ","Melter # 3","0","44.5","","","","30400102","332322"," ","1.78E-11","N/A","0","M23-R2","Total TEQ","Total TEQ","Total TEQ","Lb","Tons","Metal","Processed","","80","2017-04-17T00:00:00"," ","Method 23","TRC Environmental Corporation","270247","V5","Facility: Arconic Mill Products - Davenport - Bettendorf, IA - Testing Company:  TRC Environmental Corporation - 5/5/2017","  UNCONTROLLED","","","","","Metal Processed","Tons/hr","17.995"," Secondary Aluminum Production","15.000000 ug / Megagrams of Charge Charged","619.43","78,259.7","13.4"," ","pg","","","0.00E+00","0.00E+00"
